"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"IRM00040809","1990-06","32.898","59.266","1509.4","BIRJAND, IR","","","0","5,S","0","5,S","0","5,S","","","","","","","","","","","","","0.0","5,,S,30,+","","","","","","","0.0","5,,,S","","","","","",""
"IRM00040809","1991-10","32.898","59.266","1509.4","BIRJAND, IR","","","2","3,S","0","3,S","0","3,S","","","","","","","","","","","","","2.0","3,,S,06,","","","","","","","2.3","3,,,S","","","","","",""
"IRM00040809","1992-02","32.898","59.266","1509.4","BIRJAND, IR","","","4","5,S","1","5,S","0","5,S","","","","","","","","","","","","","3.0","5,,S,06,","","","","","","","5.5","5,,,S","","","","","",""
"IRM00040809","1992-04","32.898","59.266","1509.4","BIRJAND, IR","","","6","5,S","3","5,S","0","5,S","","","","","","","","","","","","","18.0","5,,S,05,","","","","","","","44.4","5,,,S","","","","","",""
"IRM00040809","1995-06","32.898","59.266","1509.4","BIRJAND, IR","","","0","5,S","0","5,S","0","5,S","","","","","","","","","","","","","0.0","5,,S,30,+","","","","","","","0.0","5,,,S","","","","","",""
"IRM00040809","1995-11","32.898","59.266","1509.4","BIRJAND, IR","","","0","5,S","0","5,S","0","5,S","","","","","","","","","","","","","0.0","5,,S,30,+","","","","","","","0.0","5,,,S","","","","","",""
"IRM00040809","1996-07","32.898","59.266","1509.4","BIRJAND, IR","","","0","3,S","0","3,S","0","3,S","","","","","","","","","","","","","0.0","3,,S,31,+","","","","","","","0.0","3,,,S","","","","","",""
"IRM00040809","1996-08","32.898","59.266","1509.4","BIRJAND, IR","","","0","5,S","0","5,S","0","5,S","","","","","","","","","","","","","0.0","5,,S,31,+","","","","","","","0.0","5,,,S","","","","","",""
"IRM00040809","1996-10","32.898","59.266","1509.4","BIRJAND, IR","","","1","4,S","0","4,S","0","4,S","","","","","","","","","","","","","2.0","4,,S,22,","","","","","","","2.0","4,,,S","","","","","",""
"IRM00040809","1996-11","32.898","59.266","1509.4","BIRJAND, IR","","","0","3,S","0","3,S","0","3,S","","","","","","","","","","","","","0.0","3,,S,30,+","","","","","","","0.0","3,,,S","","","","","",""
