"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","EVAP","EVAP_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","MNPN","MNPN_ATTRIBUTES","MXPN","MXPN_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDFG","WDFG_ATTRIBUTES","WDMV","WDMV_ATTRIBUTES","WSFG","WSFG_ATTRIBUTES"
"USC00145210","1997-12","38.50388","-95.70368","333.5","MELVERN LAKE, KS US","","","","","4","5,0","4","5,0","0","5,0","0",",0","0",",0","","","","","","","","","","","","","","","","","0",",,0,31,+","0",",,0,31,+","22.9","5,,0,24,","","","","","","","","","","","","","69.7",",a,,0","0",",,,0","","","","","","","","","","","",""
"USC00145210","1998-01","38.50388","-95.70368","333.5","MELVERN LAKE, KS US","","","","","","","","","","","0",",0","0",",0","","","","","","","","","","","","","","","","","0",",,0,31,+","0",",,0,31,+","","","","","","","","","","","","","","","12.7",",a,,0","0",",,,0","","","","","","","","","","","",""
"USC00145210","1998-02","38.50388","-95.70368","333.5","MELVERN LAKE, KS US","","","","","","","","","","","0",",0","0",",0","","","","","","","","","","","","","","","","","0",",,0,28,+","0",",,0,28,+","","","","","","","","","","","","","","","16.8","1,a,,0","0",",,,0","","","","","","","","","","","",""
"USC00145210","1998-03","38.50388","-95.70368","333.5","MELVERN LAKE, KS US","","","","","","","","","","","0",",0","0","1,0","","","","","","","","","","","","","","","","","0",",,0,31,+","0","1,,0,31,+","","","","","","","","","","","","","","","112.2",",a,,0","0","1,,,0","","","","","","","","","","","",""
"USC00145210","1998-04","38.50388","-95.70368","333.5","MELVERN LAKE, KS US","","","","","","","","","","","0",",0","0",",0","","","","","","","","","","","","","","","","","0",",,0,30,+","0",",,0,30,+","","","","","","","","","","","","","","","","","0",",,,0","","","","","","","","","","","",""
"USC00145210","1998-05","38.50388","-95.70368","333.5","MELVERN LAKE, KS US","","","","","8",",0","2",",0","0",",0","0",",0","0",",0","","","","","","","","","","","","","","","","","0",",,0,31,+","0",",,0,31,+","22.9",",,0,12,","","","","","","","","","","","","","44.0",",,,0","0",",,,0","","","","","","","","","","","",""
"USC00145210","1998-06","38.50388","-95.70368","333.5","MELVERN LAKE, KS US","","","","","12",",0","8",",0","1",",0","0",",0","0",",0","0","5,0","0","5,0","0","3,0","23","3,0","12","3,0","","","","","8.3","5,0,08,+","0",",,0,30,+","0",",,0,30,+","88.9",",,0,29,","36.7","3,0,29,","","","","","","","","","","","155.4",",,,0","0",",,,0","22.71","6,0","29.34","3,,,0","16.09","5,,,0","","","","","",""
"USC00145210","1998-07","38.50388","-95.70368","333.5","MELVERN LAKE, KS US","","","","","12","5,0","9","5,0","2","5,0","0",",0","0",",0","","","","","","","","","","","","","","","","","0",",,0,31,+","0",",,0,31,+","64.0","5,,0,23,","","","","","","","","","","","","","188.8","5,,,0","0",",,,0","","","","","","","","","","","",""
"USC00145210","1998-08","38.50388","-95.70368","333.5","MELVERN LAKE, KS US","","","226.3","2,0","6",",0","2",",0","0",",0","0",",0","0",",0","0","2,0","0","2,0","0","2,0","29","2,0","15","2,0","","","","","16.7","2,0,13,+","0",",,0,31,+","0",",,0,31,+","8.6",",,0,02,","38.3","2,0,28,","","","","","0.0","2,0","","","","","17.7",",,,0","0",",,,0","26.14","2,0","32.36","2,,,0","19.92","2,,,0","","","","","",""
"USC00145210","1998-09","38.50388","-95.70368","333.5","MELVERN LAKE, KS US","","","","","","","","","","","0",",0","0",",0","","","","","","","","","","","","","","","","","0",",,0,30,+","0",",,0,30,+","","","","","","","","","","","","","","","215.5",",a,,0","0",",,,0","","","","","","","","","","","",""
"USC00145210","1998-10","38.50388","-95.70368","333.5","MELVERN LAKE, KS US","","","","","9","2,0","7","2,0","2","2,0","","","0","3,0","","","","","","","","","","","","","","","","","","","0","3,,0,31,+","47.2","2,,0,06,","","","","","","","","","","","","","142.5","2,,,0","0","3,,,0","","","","","","","","","","","",""
"USC00145210","1998-11","38.50388","-95.70368","333.5","MELVERN LAKE, KS US","","","0.6","2,0","6",",0","5",",0","2",",0","0",",0","0",",0","0","2,0","2","2,0","0","2,0","4","2,0","0","2,0","","","","","-0.6","2,0,12,","0",",,0,30,+","0",",,0,30,+","104.1",",,0,01,","22.2","2,0,30,+","","","","","249.3","2,0","","","","","201.3",",,,0","0",",,,0","9.45","2,0","14.65","2,,,0","4.25","2,,,0","","","","","",""
"USC00145210","1998-12","38.50388","-95.70368","333.5","MELVERN LAKE, KS US","","","","","3",",0","3",",0","0",",0","","","0","1,0","","","","","4","5,0","0","5,0","0","5,0","","","","","","","","","0","1,,0,31,+","16.5",",,0,06,","20.0","5,0,06,","","","","","","","","","","","34.7",",,,0","0","1,,,0","","","7.65","5,,,0","","","","","","","",""
"USC00145210","1999-01","38.50388","-95.70368","333.5","MELVERN LAKE, KS US","","","","","1",",0","1",",0","0",",0","","","0","1,0","","","","","","","","","","","","","","","","","","","0","1,,0,31,+","3.3",",,0,05,","","","","","","","","","","","","","3.3",",,,0","0","1,,,0","","","","","","","","","","","",""
"USC00145210","1999-02","38.50388","-95.70368","333.5","MELVERN LAKE, KS US","","","","","5","5,0","4","5,0","1","5,0","0",",0","0",",0","","","","","","","","","","","","","","","","","0",",,0,28,+","0",",,0,28,+","25.9","5,,0,01,","","","","","","","","","","","","","55.3","5,,,0","0",",,,0","","","","","","","","","","","",""
"USC00145210","1999-03","38.50388","-95.70368","333.5","MELVERN LAKE, KS US","","","","","5","4,0","3","4,0","0","4,0","0",",0","0",",0","","","","","","","","","","","","","","","","","0",",,0,31,+","0",",,0,31,+","22.4","4,,0,08,","","","","","","","","","","","","","30.3","4,,,0","0",",,,0","","","","","","","","","","","",""
"USC00145210","1999-04","38.50388","-95.70368","333.5","MELVERN LAKE, KS US","","","","","","","","","","","0",",0","0",",0","","","","","","","","","","","","","","","","","0",",,0,30,+","0",",,0,30,+","","","","","","","","","","","","","","","","","0",",,,0","","","","","","","","","","","",""
"USC00145210","1999-05","38.50388","-95.70368","333.5","MELVERN LAKE, KS US","","","","","10","1,0","9","1,0","1","1,0","0",",0","0",",0","","","","","","","","","","","","","","","","","0",",,0,31,+","0",",,0,31,+","79.5","1,,0,23,","","","","","","","","","","","","","200.9","1,,,0","0",",,,0","","","","","","","","","","","",""
"USC00145210","1999-06","38.50388","-95.70368","333.5","MELVERN LAKE, KS US","","","115.3","1,0","12",",0","11",",0","3",",0","0",",0","0",",0","0","1,0","0","1,0","0",",0","28",",0","1",",0","","","","","10.6","1,0,17,","0",",,0,30,+","0",",,0,30,+","31.2",",,0,28,","32.2",",0,08,","","","","","8.6",",0","","","","","167.1",",,,0","0",",,,0","22.07","1,0","27.32",",,,0","16.82","1,,,0","","","","","",""
"USC00145210","1999-07","38.50388","-95.70368","333.5","MELVERN LAKE, KS US","","","262.5","1,0","5",",0","4",",0","0",",0","0",",0","0",",0","0","1,0","0","1,0","0","1,0","30","1,0","21","1,0","","","","","15.0","1,0,14,+","0",",,0,31,+","0",",,0,31,+","17.0",",,0,10,","40.6","1,0,30,","","","0.0","0","0.0","1,0","","","","","28.7",",,,0","0",",,,0","27.08","1,0","32.72","1,,,0","21.45","1,,,0","","","","","",""
"USC00145210","1999-08","38.50388","-95.70368","333.5","MELVERN LAKE, KS US","","","201.7","1,0","5",",0","5",",0","2",",0","0",",0","0",",0","0","1,0","0","1,0","0","1,0","30","1,0","16","1,0","","","","","13.9","1,0,14,","0",",,0,31,+","0",",,0,31,+","37.3",",,0,01,","36.1","1,0,18,","","","0.0","0","0.0","1,0","","","","","95.5",",,,0","0",",,,0","25.06","1,0","31.38","1,,,0","18.74","1,,,0","","","","","",""
"USC00145210","1999-09","38.50388","-95.70368","333.5","MELVERN LAKE, KS US","","","67.6","1,0","11",",0","7",",0","3",",0","0",",0","0",",0","0","1,0","0","1,0","0","1,0","24","1,0","5","1,0","","","","","3.9","1,0,23,+","0",",,0,30,+","0",",,0,30,+","87.4",",,0,27,","35.6","1,0,02,","","","54.8","0","54.8","1,0","","","","","232.0",",,,0","0",",,,0","18.78","1,0","25.08","1,,,0","12.48","1,,,0","","","","","",""
"USC00145210","1999-10","38.50388","-95.70368","333.5","MELVERN LAKE, KS US","","","","","3",",0","2",",0","1",",0","0",",0","0",",0","","","","","","","","","","","","","","","","","0",",,0,31,+","0",",,0,31,+","26.9",",,0,30,","","","","","","","","","","","","","31.8",",,,0","0",",,,0","","","","","","","","","","","",""
"USC00145210","1999-11","38.50388","-95.70368","333.5","MELVERN LAKE, KS US","","","0.0","4,0","1",",0","1",",0","1",",0","","","0",",0","0","4,0","3","4,0","0","3,0","12","3,0","0","3,0","","","","","-3.3","4,0,26,","","","0",",,0,30,+","35.1",",,0,23,","27.8","3,0,14,","","","","","173.1","3,0","","","","","35.1",",,,0","0",",,,0","11.51","4,0","18.92","3,,,0","4.09","4,,,0","","","","","",""
"USC00145210","1999-12","38.50388","-95.70368","333.5","MELVERN LAKE, KS US","","","","","4",",0","3",",0","1",",0","0",",0","0",",0","","","","","","","","","","","","","","","","","0",",,0,31,+","0",",,0,31,+","27.4",",,0,09,","","","","","","","","","","","","","59.7",",,,0","0",",,,0","","","","","","","","","","","",""
"USC00145210","2000-01","38.50388","-95.70368","333.5","MELVERN LAKE, KS US","","","","","4","2,0","1","2,0","0","2,0","0","3,0","0","2,0","","","","","","","","","","","","","","","","","0","3,,0,31,+","0","2,,0,31,+","5.1","2,,0,28,","","","","","","","","","","","","","9.0","2,,,0","0","2,,,0","","","","","","","","","","","",""
"USC00145210","2000-02","38.50388","-95.70368","333.5","MELVERN LAKE, KS US","","","","","4","2,0","4","2,0","0","2,0","0",",0","0",",0","","","","","","","","","","","","","","","","","0",",,0,29,+","0",",,0,29,+","24.6","2,,0,18,","","","","","","","","","","","","","56.9","2,,,0","0",",,,0","","","","","","","","","","","",""
"USC00145210","2000-03","38.50388","-95.70368","333.5","MELVERN LAKE, KS US","","","","","6","2,0","6","2,0","0","2,0","","","0","3,0","","","","","","","","","","","","","","","","","","","0","3,,0,31,+","16.5","2,,0,16,","","","","","","","","","","","","","67.1","2,,,0","0","3,,,0","","","","","","","","","","","",""
"USC00145210","2000-04","38.50388","-95.70368","333.5","MELVERN LAKE, KS US","","","2.3","2,0","4",",0","2",",0","0",",0","0",",0","0","1,0","0","1,0","3","1,0","0","2,0","11","2,0","0","2,0","","","","","-1.7","1,0,08,","0",",,0,30,+","0","1,,0,30,+","11.9",",,0,23,","30.6","2,0,06,","","","","","166.4","2,0","","","","","16.0",",,,0","0","1,,,0","12.47","2,0","19.59","2,,,0","5.34","1,,,0","","","","","",""
"USC00145210","2000-05","38.50388","-95.70368","333.5","MELVERN LAKE, KS US","","","59.7","2,0","13",",0","13",",0","0",",0","0",",0","0",",0","0","1,0","0","1,0","0","1,0","25","1,0","5","1,0","","","","","5.6","1,0,20,+","0",",,0,31,+","0",",,0,31,+","16.3",",,0,26,","33.3","1,0,31,","","","","","39.6","1,0","","","","","91.4",",,,0","0",",,,0","19.13","2,0","25.19","1,,,0","13.07","1,,,0","","","","","",""
"USC00145210","2000-06","38.50388","-95.70368","333.5","MELVERN LAKE, KS US","","","96.1","4,0","10",",0","7",",0","1",",0","0",",0","0",",0","0","3,0","0","3,0","0","3,0","25","3,0","5","3,0","","","","","9.4","3,0,06,","0",",,0,30,+","0",",,0,30,+","86.4",",,0,14,","33.3","3,0,04,","","","","","8.1","3,0","","","","","137.6",",,,0","0",",,,0","21.65","4,0","27.49","3,,,0","15.81","3,,,0","","","","","",""
"USC00145210","2000-07","38.50388","-95.70368","333.5","MELVERN LAKE, KS US","","","","","6",",0","2",",0","0",",0","0","2,0","0",",0","","","","","0","1,0","30","1,0","17","1,0","","","","","","","0","2,,0,31,+","0",",,0,31,+","7.6",",,0,18,","38.3","1,0,17,","","","","","","","","","","","15.2",",,,0","0",",,,0","","","32.03","1,,,0","","","","","","","",""
"USC00145210","2000-08","38.50388","-95.70368","333.5","MELVERN LAKE, KS US","","","","","","","","","","","0",",0","0",",0","","","","","","","","","","","","","","","","","0",",,0,31,+","0",",,0,31,+","","","","","","","","","","","","","","","","","0",",,,0","","","","","","","","","","","",""
"USC00145210","2000-09","38.50388","-95.70368","333.5","MELVERN LAKE, KS US","","","","","7","1,0","4","1,0","0","1,0","0",",0","0",",0","","","","","","","","","","","","","","","","","0",",,0,30,+","0",",,0,30,+","16.0","1,,0,23,","","","","","","","","","","","","","38.6","1,,,0","0",",,,0","","","","","","","","","","","",""
"USC00145210","2000-10","38.50388","-95.70368","333.5","MELVERN LAKE, KS US","","","","","11","3,0","8","3,0","1","3,0","0",",0","0",",0","","","","","","","","","","","","","","","","","0",",,0,31,+","0",",,0,31,+","30.0","3,,0,23,","","","","","","","","","","","","","88.6","3,,,0","0",",,,0","","","","","","","","","","","",""
"USC00145210","2000-11","38.50388","-95.70368","333.5","MELVERN LAKE, KS US","","","","","4","1,0","4","1,0","1","1,0","0",",0","0",",0","","","","","","","","","","","","","","","","","0",",,0,30,+","0",",,0,30,+","32.5","1,,0,06,","","","","","","","","","","","","","67.8","1,,,0","0",",,,0","","","","","","","","","","","",""
"USC00145210","2000-12","38.50388","-95.70368","333.5","MELVERN LAKE, KS US","","","","","3","1,0","2","1,0","0","1,0","","","","","","","","","","","","","","","","","","","","","","","","","9.9","1,,0,13,","","","","","","","","","","","","","16.8","1,,,0","","","","","","","","","","","","","",""
"USC00145210","2001-01","38.50388","-95.70368","333.5","MELVERN LAKE, KS US","","","","","2","2,0","2","2,0","1","2,0","","","0",",0","","","","","","","","","","","","","","","","","","","0",",,0,31,+","33.8","2,,0,29,","","","","","","","","","","","","","39.4","2,,,0","0",",,,0","","","","","","","","","","","",""
"USC00145210","2001-02","38.50388","-95.70368","333.5","MELVERN LAKE, KS US","","","","","8","1,0","6","1,0","2","1,0","0",",0","0",",0","","","","","","","","","","","","","","","","","0",",,0,28,+","0",",,0,28,+","63.5","1,,0,09,","","","","","","","","","","","","","127.7","1,,,0","0",",,,0","","","","","","","","","","","",""
"USC00145210","2001-03","38.50388","-95.70368","333.5","MELVERN LAKE, KS US","","","","","7","2,0","6","2,0","0","2,0","","","0","3,0","","","","","","","","","","","","","","","","","","","0","3,,0,31,+","22.9","2,,0,16,","","","","","","","","","","","","","53.3","2,,,0","0","3,,,0","","","","","","","","","","","",""
"USC00145210","2001-04","38.50388","-95.70368","333.5","MELVERN LAKE, KS US","","","25.8","2,0","5",",0","4",",0","0",",0","0",",0","0",",0","0","2,0","2","2,0","0","1,0","18","1,0","0","1,0","","","","","-1.1","2,0,18,+","0",",,0,30,+","0",",,0,30,+","10.9",",,0,11,","30.0","1,0,29,","","","","","108.8","1,0","","","","","31.7",",,,0","0",",,,0","15.21","2,0","21.73","1,,,0","8.69","2,,,0","","","","","",""
"USC00145210","2001-05","38.50388","-95.70368","333.5","MELVERN LAKE, KS US","","","65.1","1,0","10",",0","7",",0","3",",0","0",",0","0",",0","0","1,0","0","1,0","0",",0","25",",0","1",",0","","","","","7.2","1,0,22,","0",",,0,31,+","0",",,0,31,+","41.1",",,0,10,","32.8",",0,17,","","","","","33.3",",0","","","","","166.1",",,,0","0",",,,0","19.43","1,0","25.45",",,,0","13.42","1,,,0","","","","","",""
"USC00145210","2001-06","38.50388","-95.70368","333.5","MELVERN LAKE, KS US","","","","","12",",0","10",",0","2",",0","","","0","3,0","0","4,0","0","4,0","0","3,0","24","3,0","1","3,0","","","","","7.8","4,0,01,","","","0","3,,0,30,+","55.9",",,0,20,","32.2","3,0,12,","","","","","","","","","","","173.5",",,,0","0","3,,,0","22.19","6,0","27.57","3,,,0","16.80","4,,,0","","","","","",""
"USC00145210","2001-07","38.50388","-95.70368","333.5","MELVERN LAKE, KS US","","","","","7",",0","6",",0","1",",0","0",",0","0",",0","","","","","","","","","","","","","","","","","0",",,0,31,+","0",",,0,31,+","62.7",",,0,26,","","","","","","","","","","","","","104.2",",,,0","0",",,,0","","","","","","","","","","","",""
"USC00145210","2001-08","38.50388","-95.70368","333.5","MELVERN LAKE, KS US","","","216.2","3,0","6",",0","5",",0","1",",0","0",",0","0",",0","0","3,0","0","3,0","0","3,0","28","3,0","15","3,0","","","","","13.9","3,0,20,+","0",",,0,31,+","0",",,0,31,+","47.8",",,0,23,","38.9","3,0,22,","","","","","0.0","3,0","","","","","88.9",",,,0","0",",,,0","26.05","3,0","33.02","3,,,0","19.09","3,,,0","","","","","",""
"USC00145210","2001-09","38.50388","-95.70368","333.5","MELVERN LAKE, KS US","","","58.3","1,0","8",",0","7",",0","3",",0","0","3,0","0",",0","0","1,0","0","1,0","0",",0","25",",0","2",",0","","","","","5.0","1,0,27,","0","3,,0,30,+","0",",,0,30,+","45.2",",,0,16,","33.3",",0,04,","","","","","28.5",",0","","","","","154.4",",,,0","0",",,,0","19.49","1,0","26.05",",,,0","12.92","1,,,0","","","","","",""
"USC00145210","2001-10","38.50388","-95.70368","333.5","MELVERN LAKE, KS US","","","7.5","2,0","4",",0","4",",0","1",",0","0",",0","0",",0","0","2,0","2","2,0","0","1,0","17","1,0","0","1,0","","","","","-2.8","2,0,28,+","0",",,0,31,+","0",",,0,31,+","44.5",",,0,05,","28.3","1,0,04,+","","","","","133.8","1,0","","","","","72.1",",,,0","0",",,,0","13.95","2,0","20.86","1,,,0","7.04","2,,,0","","","","","",""
"USC00145210","2001-11","38.50388","-95.70368","333.5","MELVERN LAKE, KS US","","","0.0","4,0","2",",0","1",",0","0",",0","0",",0","0",",0","0","4,0","7","4,0","1","2,0","12","2,0","0","2,0","","","","","-6.1","4,0,29,+","0",",,0,30,+","0",",,0,30,+","7.6",",,0,24,","25.0","2,0,08,+","","","","","189.5","2,0","","","","","8.4",",,,0","0",",,,0","10.80","4,0","17.16","2,,,0","4.44","4,,,0","","","","","",""
"USC00145210","2001-12","38.50388","-95.70368","333.5","MELVERN LAKE, KS US","","","","","3","2,0","2","2,0","0","2,0","0",",0","0",",0","","","","","","","","","","","","","","","","","0",",,0,31,+","0",",,0,31,+","4.1","2,,0,13,","","","","","","","","","","","","","8.2","2,,,0","0",",,,0","","","","","","","","","","","",""
"USC00145210","2002-01","38.50388","-95.70368","333.5","MELVERN LAKE, KS US","","","","","2",",0","2",",0","1",",0","0",",0","0","1,0","","","","","","","","","","","","","","","","","0",",,0,31,+","0","1,,0,31,+","31.8",",,0,31,","","","","","","","","","","","","","50.3",",,,0","0","1,,,0","","","","","","","","","","","",""
"USC00145210","2002-02","38.50388","-95.70368","333.5","MELVERN LAKE, KS US","","","","","2","3,0","1","3,0","0","3,0","0",",0","0",",0","","","","","","","","","","","","","","","","","0",",,0,28,+","0",",,0,28,+","10.2","3,,0,19,","","","","","","","","","","","","","11.2","3,,,0","0",",,,0","","","","","","","","","","","",""
"USC00145210","2002-03","38.50388","-95.70368","333.5","MELVERN LAKE, KS US","","","","","","","","","","","0",",0","0",",0","","","","","","","","","","","","","","","","","0",",,0,31,+","0",",,0,31,+","","","","","","","","","","","","","","","","","0",",,,0","","","","","","","","","","","",""
"USC00145210","2002-04","38.50388","-95.70368","333.5","MELVERN LAKE, KS US","","","17.7","2,0","9",",0","7",",0","2",",0","0",",0","0",",0","0","1,0","4","1,0","0","1,0","12","1,0","0","1,0","","","","","-5.6","1,0,03,","0",",,0,30,+","0",",,0,30,+","33.0",",,0,21,","30.6","1,0,15,","","","","","163.1","1,0","","","","","114.1",",,,0","0",",,,0","13.12","2,0","19.49","1,,,0","6.75","1,,,0","","","","","",""
"USC00145210","2002-05","38.50388","-95.70368","333.5","MELVERN LAKE, KS US","","","20.9","2,0","12",",0","10",",0","2",",0","0",",0","0",",0","0","1,0","0","1,0","0","1,0","19","1,0","0","1,0","","","","","3.3","1,0,03,","0",",,0,31,+","0",",,0,31,+","33.8",",,0,25,","30.6","1,0,31,","","","","","82.7","1,0","","","","","174.0",",,,0","0",",,,0","16.21","2,0","22.47","1,,,0","9.95","1,,,0","","","","","",""
"USC00145210","2002-06","38.50388","-95.70368","333.5","MELVERN LAKE, KS US","","","173.2","3,0","8",",0","6",",0","1",",0","0","4,0","0","1,0","0","2,0","0","2,0","0","2,0","28","2,0","14","2,0","","","","","12.8","2,0,06,","0","4,,0,30,+","0","1,,0,30,+","42.4",",,0,12,","34.4","2,0,29,","","","","","0.8","2,0","","","","","77.9",",,,0","0","1,,,0","24.60","3,0","30.31","2,,,0","18.89","2,,,0","","","","","",""
"USC00145210","2002-07","38.50388","-95.70368","333.5","MELVERN LAKE, KS US","","","262.6","1,0","4",",0","4",",0","0",",0","0",",0","0",",0","0","1,0","0","1,0","0",",0","31",",0","23",",0","","","","","15.6","1,0,15,","0",",,0,31,+","0",",,0,31,+","15.2",",,0,29,","38.3",",0,27,","","","0.0","0","0.0",",0","","","","","32.2",",,,0","0",",,,0","27.07","1,0","33.53",",,,0","20.62","1,,,0","","","","","",""
"USC00145210","2002-08","38.50388","-95.70368","333.5","MELVERN LAKE, KS US","","","239.2","1,0","6",",0","3",",0","2",",0","0",",0","0",",0","0","1,0","0","1,0","0","1,0","30","1,0","20","1,0","","","","","13.9","1,0,15,+","0",",,0,31,+","0",",,0,31,+","38.4",",,0,25,","37.2","1,0,05,+","","","0.3","0","0.3","1,0","","","","","85.9",",,,0","0",",,,0","26.30","1,0","32.83","1,,,0","19.77","1,,,0","","","","","",""
"USC00145210","2002-09","38.50388","-95.70368","333.5","MELVERN LAKE, KS US","","","135.5",",0","5",",0","4",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","29",",0","14",",0","","","","","8.3",",0,25,+","0",",,0,30,+","0",",,0,30,+","12.7",",,0,14,","36.7",",0,06,+","","","9.2","0","8.9",",0","","","","","27.1",",,,0","0",",,,0","22.55",",0","30.21",",,,0","14.90",",,,0","","","","","",""
"USC00145210","2002-10","38.50388","-95.70368","333.5","MELVERN LAKE, KS US","","","16.8","2,0","12","1,0","11","1,0","2","1,0","0","3,0","0","1,0","0","2,0","0","2,0","0","2,0","11","2,0","2","2,0","","","","","0.6","2,0,13,","0","3,,0,31,+","0","1,,0,31,+","85.3","1,,0,03,","32.8","2,0,02,+","","","238.6","0","229.4","2,0","","","","","192.9","1,,,0","0","1,,,0","11.00","2,0","16.21","2,,,0","5.79","2,,,0","","","","","",""
"USC00145210","2002-11","38.50388","-95.70368","333.5","MELVERN LAKE, KS US","","","0.0","5,0","4",",0","1",",0","0",",0","0",",0","0",",0","0","5,0","15","5,0","0","4,0","2","4,0","0","4,0","","","","","-7.8","5,0,26,+","0",",,0,30,+","0",",,0,30,+","3.0",",,0,15,","25.6","4,0,08,","","","544.0","0","305.4","4,0","","","","","6.6",",,,0","0",",,,0","5.95","5,0","11.95","4,,,0","-0.06","5,,,0","","","","","",""
"USC00145210","2002-12","38.50388","-95.70368","333.5","MELVERN LAKE, KS US","","","","","2","2,0","1","2,0","0","2,0","0",",0","0",",0","","","","","","","","","","","","","","","","","0",",,0,31,+","0",",,0,31,+","4.8","2,,0,27,","","","","","","","","","","","","","5.3","2,,,0","0",",,,0","","","","","","","","","","","",""
"USC00145210","2003-01","38.50388","-95.70368","333.5","MELVERN LAKE, KS US","","","","","2",",0","1",",0","0",",0","0",",0","0",",0","","","","","","","","","","","","","","","","","0",",,0,31,+","0",",,0,31,+","2.5",",,0,16,","","","","","","","","","","","","","4.5",",,,0","0",",,,0","","","","","","","","","","","",""
"USC00145210","2003-02","38.50388","-95.70368","333.5","MELVERN LAKE, KS US","","","","","","","","","","","0","2,0","0","1,0","","","","","","","","","","","","","","","","","0","2,,0,28,+","0","1,,0,28,+","","","","","","","","","","","","","","","","","0","1,,,0","","","","","","","","","","","",""
"USC00145210","2003-03","38.50388","-95.70368","333.5","MELVERN LAKE, KS US","","","","","5","3,0","3","3,0","0","3,0","0",",0","0",",0","","","","","","","","","","","","","","","","","0",",,0,31,+","0",",,0,31,+","13.7","3,,0,20,","","","","","","","","","","","","","27.1","3,,,0","0",",,,0","","","","","","","","","","","",""
"USC00145210","2003-04","38.50388","-95.70368","333.5","MELVERN LAKE, KS US","","","13.3",",0","8",",0","6",",0","2",",0","0",",0","0",",0","0",",0","5",",0","0",",0","16",",0","0",",0","","","","","-4.4",",0,10,+","0",",,0,30,+","0",",,0,30,+","46.2",",,0,24,","30.0",",0,15,","","","","","156.6",",0","","","","","113.0",",,,0","0",",,,0","13.56",",0","20.22",",,,0","6.89",",,,0","","","","","",""
"USC00145210","2003-05","38.50388","-95.70368","333.5","MELVERN LAKE, KS US","","","20.8","2,0","13",",0","9",",0","0",",0","0","3,0","0","1,0","0","2,0","0","2,0","0","1,0","25","1,0","1","1,0","","","","","6.1","2,0,23,","0","3,,0,31,+","0","1,,0,31,+","18.5",",,0,10,","32.2","1,0,31,","","","","","44.1","1,0","","","","","79.5",",,,0","0","1,,,0","17.66","2,0","24.35","1,,,0","10.98","2,,,0","","","","","",""
"USC00145210","2003-06","38.50388","-95.70368","333.5","MELVERN LAKE, KS US","","","104.9","1,0","10",",0","8",",0","3",",0","0",",0","0",",0","0","1,0","0","1,0","0",",0","28",",0","2",",0","","","","","9.4","1,0,04,","0",",,0,30,+","0",",,0,30,+","37.8",",,0,11,","33.3",",0,25,","","","","","15.3",",0","","","","","178.5",",,,0","0",",,,0","21.46","1,0","27.04",",,,0","15.89","1,,,0","","","","","",""
"USC00145210","2003-07","38.50388","-95.70368","333.5","MELVERN LAKE, KS US","","","273.7",",0","4",",0","3",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","23",",0","","","","","14.4",",0,24,+","0",",,0,31,+","0",",,0,31,+","15.7",",,0,29,","39.4",",0,28,","","","0.0","0","0.0",",0","","","","","36.8",",,,0","0",",,,0","27.16",",0","33.91",",,,0","20.42",",,,0","","","","","",""
"USC00145210","2003-08","38.50388","-95.70368","333.5","MELVERN LAKE, KS US","","","278.5","1,0","6",",0","3",",0","2",",0","0",",0","0",",0","0","1,0","0","1,0","0","1,0","30","1,0","24","1,0","","","","","16.7","1,0,14,","0",",,0,31,+","0",",,0,31,+","131.6",",,0,31,","40.6","1,0,22,","","","0.0","0","0.0","1,0","","","","","240.8",",,,0","0",",,,0","27.62","1,0","34.94","1,,,0","20.29","1,,,0","","","","","",""
"USC00145210","2003-09","38.50388","-95.70368","333.5","MELVERN LAKE, KS US","","","42.5","2,0","7",",0","5",",0","0",",0","0",",0","0",",0","0","1,0","0","1,0","0","2,0","26","2,0","0","2,0","","","","","5.6","1,0,29,","0",",,0,30,+","0",",,0,30,+","21.8",",,0,14,","30.6","2,0,11,","","","26.9","0","26.9","2,0","","","","","50.8",",,,0","0",",,,0","18.85","2,0","25.44","2,,,0","12.26","1,,,0","","","","","",""
