"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","AWND","AWND_ATTRIBUTES","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDFG","WDFG_ATTRIBUTES","WSFG","WSFG_ATTRIBUTES"
"USC00052947","1998-04","40.6483","-102.8594","1297.2","FLEMING 3 SW, CO US","","","","","0.0","1,0","6",",0","1",",0","0",",0","0",",0","0",",0","0","1,0","22","1,0","0",",0","4",",0","0",",0","4","","1","","-7.2","1,0,09,","0",",T,0,03,","5",",,0,03,","11.7",",,0,14,","28.9",",0,12,","","","326.6",",0","17.9",",,,0","5",",,,0","7.13","1,0","15.36",",,,0","-1.10","1,,,0","","","",""
"USC00052947","1998-05","40.6483","-102.8594","1297.2","FLEMING 3 SW, CO US","","","","","16.1",",0","12",",0","9",",0","0",",0","0","1,0","0",",0","0",",0","1",",0","0",",0","20",",0","0",",0","9","","10","","0.0",",0,02,","0","1,,0,31,+","0",",,0,31,+","24.4",",,0,23,","31.1",",0,18,+","","","107.2",",0","104.4",",,,0","0",",,,0","15.40",",0","23.45",",,,0","7.34",",,,0","","","",""
"USC00052947","1998-06","40.6483","-102.8594","1297.2","FLEMING 3 SW, CO US","","","","","36.7","2,0","12",",0","8",",0","1",",0","0",",0","0",",0","0","2,0","0","2,0","0",",0","24",",0","3",",0","3","","8","","1.1","2,0,06,","0",",,0,30,+","0",",,0,30,+","30.0",",,0,08,","35.0",",0,27,","","","71.3",",0","82.4",",,,0","0",",,,0","17.18","2,0","24.84",",,,0","9.52","2,,,0","","","",""
"USC00052947","1998-07","40.6483","-102.8594","1297.2","FLEMING 3 SW, CO US","","","","","165.3","1,0","13",",0","7",",0","0",",0","0",",0","0",",0","0","1,0","0","1,0","0",",0","30",",0","13",",0","6","","13","","13.3","1,0,07,","0",",,0,31,+","0",",,0,31,+","24.1",",,0,26,","40.0",",0,21,","3.0","0","3.0",",0","75.0",",,,0","0",",,,0","23.85","1,0","31.40",",,,0","16.30","1,,,0","","","",""
"USC00052947","1998-08","40.6483","-102.8594","1297.2","FLEMING 3 SW, CO US","","","","","121.9","1,0","6",",0","3",",0","0",",0","0",",0","0",",0","0","1,0","0","1,0","0",",0","30",",0","12",",0","1","","3","","8.3","1,0,29,","0",",,0,31,+","0",",,0,31,+","16.5",",,0,02,","36.7",",0,31,+","5.2","0","2.2",",0","28.7",",,,0","0",",,,0","22.38","1,0","30.74",",,,0","14.02","1,,,0","","","",""
"USC00052947","1998-09","40.6483","-102.8594","1297.2","FLEMING 3 SW, CO US","","","","","95.9",",0","7",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","28",",0","12",",0","5","","4","","6.1",",0,22,","0",",,0,30,+","0",",,0,30,+","4.1",",,0,21,","38.3",",0,05,","31.3","0","26.1",",0","10.3",",,,0","0",",,,0","20.66",",0","29.61",",,,0","11.71",",,,0","","","",""
"USC00052947","1998-10","40.6483","-102.8594","1297.2","FLEMING 3 SW, CO US","","","","","0.0",",0","10",",0","6",",0","0",",0","0",",0","0",",0","0",",0","6",",0","0",",0","9",",0","0",",0","8","","2","","-3.3",",0,21,","0",",T,0,31,","0",",T,0,31,","9.9",",,0,05,","26.1",",0,10,","299.1","0","267.8",",0","47.5",",,,0","0",",T,,0","9.69",",0","16.70",",,,0","2.69",",,,0","","","",""
"USC00052947","1998-11","40.6483","-102.8594","1297.2","FLEMING 3 SW, CO US","","","","","0.0","1,0","6",",0","2",",0","0",",0","4",",0","1",",0","0","1,0","23","1,0","1",",0","6",",0","0",",0","6","","","","-7.8","1,0,11,","76",",,0,03,","91",",,0,03,","8.1",",,0,03,","23.9",",0,28,","691.3","0","392.2",",0","14.1",",,,0","142",",,,0","4.79","1,0","11.15",",,,0","-1.57","1,,,0","","","",""
"USC00052947","1998-12","40.6483","-102.8594","1297.2","FLEMING 3 SW, CO US","","","","","0.0",",0","4",",0","2",",0","0",",0","10",",0","2",",0","6",",0","31",",0","6",",0","0",",0","0",",0","3","","","","-28.9",",0,22,","152",",,0,21,+","142",",,0,19,","4.8",",,0,19,","20.6",",0,02,","1330.9","0","639.6",",0","12.5",",,,0","266",",,,0","-2.30",",0","5.13",",,,0","-9.72",",,,0","","","",""
"USC00052947","1999-01","40.6483","-102.8594","1297.2","FLEMING 3 SW, CO US","","","0.0","0","0.0",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","5",",0","0",",0","0",",0","4","","","","-13.9",",0,04,+","0",",T,0,22,+","8",",,0,14,","2.3",",,0,01,","17.8",",0,12,","1888.5","0","557.6",",0","2.6",",,,0","16",",,,0","0.35",",0","7.61",",,,0","-6.92",",,,0","","","",""
"USC00052947","1999-02","40.6483","-102.8594","1297.2","FLEMING 3 SW, CO US","","","0.0","0","0.0","2,0","2",",0","2",",0","0",",0","3",",0","2",",0","0","2,0","26","2,0","1",",0","2",",0","0",",0","","","","","-12.8","2,0,21,","25",",,0,22,+","36",",,0,11,","3.3",",,0,11,","22.8",",0,11,","2279.5","0","391.0",",0","6.1",",,,0","69",",,,0","3.15","2,0","11.86",",,,0","-5.57","2,,,0","","","",""
"USC00052947","1999-03","40.6483","-102.8594","1297.2","FLEMING 3 SW, CO US","","","0.0","0","0.0",",0","4",",0","2",",0","0",",0","1",",0","1",",0","0",",0","28",",0","2",",0","3",",0","0",",0","5","","","","-12.8",",0,13,","25",",,0,13,","28",",,0,13,","4.8",",,0,13,","25.0",",0,31,","2714.6","0","435.1",",0","11.5",",,,0","53",",,,0","4.30",",0","13.24",",,,0","-4.65",",,,0","","","",""
"USC00052947","1999-04","40.6483","-102.8594","1297.2","FLEMING 3 SW, CO US","","","0.0","0","0.0",",0","15",",0","10",",0","0",",0","1",",0","2",",0","0",",0","14",",0","0",",0","5",",0","0",",0","3","","","","-7.2",",0,17,","51",",,0,03,","61",",,0,06,","10.4",",,0,23,","25.6",",0,20,","3067.3","0","352.7",",0","67.1",",,,0","114",",,,0","6.58",",0","13.28",",,,0","-0.13",",,,0","","","",""
"USC00052947","1999-05","40.6483","-102.8594","1297.2","FLEMING 3 SW, CO US","","","0.9","0","0.9","1,0","11",",0","8",",0","0",",0","0",",0","0",",0","0","1,0","3","1,0","0",",0","17",",0","0",",0","1","","","","-2.2","1,0,11,","0",",,0,31,+","0",",,0,31,+","17.0",",,0,30,","28.3",",0,10,","3227.4","0","160.1",",0","77.0",",,,0","0",",,,0","13.05","1,0","20.29",",,,0","5.81","1,,,0","","","",""
"USC00052947","1999-06","40.6483","-102.8594","1297.2","FLEMING 3 SW, CO US","","","49.3","0","48.4","1,0","11",",0","7",",0","2",",0","0",",0","0",",0","0","1,0","0","1,0","0",",0","26",",0","4",",0","2","","","","5.0","1,0,16,","0",",,0,30,+","0",",,0,30,+","34.0",",,0,27,","35.0",",0,09,","3265.0","0","37.6",",0","103.8",",,,0","0",",,,0","18.78","1,0","26.55",",,,0","11.02","1,,,0","","","",""
"USC00052947","1999-07","40.6483","-102.8594","1297.2","FLEMING 3 SW, CO US","","","232.3","0","183.0",",0","9",",0","4",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","20",",0","","","1","","9.4",",0,11,+","0",",,0,31,+","0",",,0,31,+","15.5",",,0,29,","39.4",",0,04,","1.1","0","1.1",",0","37.0",",,,0","0",",,,0","24.20",",0","32.51",",,,0","15.89",",,,0","","","",""
"USC00052947","1999-08","40.6483","-102.8594","1297.2","FLEMING 3 SW, CO US","","","356.4","0","124.1",",0","8",",0","5",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","28",",0","12",",0","2","","","","8.3",",0,13,","0",",,0,31,+","0",",,0,31,+","55.6",",,0,29,","35.6",",0,28,","8.3","0","7.2",",0","122.7",",,,0","0",",,,0","22.10",",0","29.90",",,,0","14.30",",,,0","","","",""
"USC00052947","1999-09","40.6483","-102.8594","1297.2","FLEMING 3 SW, CO US","","","376.6","0","20.2",",0","7",",0","6",",0","0",",0","0",",0","0",",0","0",",0","4",",0","0",",0","22",",0","1",",0","2","","","","-0.6",",0,29,","0",",T,0,27,","0",",T,0,27,","23.6",",,0,27,","32.8",",0,01,","123.7","0","115.4",",0","66.0",",,,0","0",",T,,0","15.16",",0","23.38",",,,0","6.94",",,,0","","","",""
"USC00052947","1999-10","40.6483","-102.8594","1297.2","FLEMING 3 SW, CO US","","","376.6","0","0.0",",0","2",",0","1",",0","0",",0","0",",0","0",",0","0",",0","14",",0","0",",0","15",",0","0",",0","","","","","-5.6",",0,28,+","0",",,0,31,+","0",",T,0,18,+","3.8",",,0,19,","30.6",",0,07,","371.6","0","247.9",",0","4.1",",,,0","0",",T,,0","10.34",",0","19.94",",,,0","0.73",",,,0","","","",""
"USC00052947","1999-11","40.6483","-102.8594","1297.2","FLEMING 3 SW, CO US","","","376.6","0","0.0",",0","2",",0","1",",0","0",",0","3",",0","1",",0","0",",0","22",",0","0",",0","13",",0","0",",0","","","","","-10.6",",0,24,","25",",,0,24,+","30",",,0,23,","2.5",",,0,23,","27.2",",0,08,","702.1","0","330.5",",0","3.5",",,,0","48",",,,0","7.32",",0","16.57",",,,0","-1.94",",,,0","","","",""
