"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"ARM00087823","2020-07","-42.733","-65.067","136.0","P.MADRYN AERO, AR","0","4,S","12","4,S","-4.2","4,S,14,","0.30","4,,,S"
"ARM00087823","2020-08","-42.733","-65.067","136.0","P.MADRYN AERO, AR","0","3,S","5","3,S","-2.3","3,S,29,","1.91","3,,,S"
"ARM00087823","2021-04","-42.733","-65.067","136.0","P.MADRYN AERO, AR","0","4,S","0","4,S","4.2","4,S,24,","10.23","4,,,S"
"ARM00087823","2021-05","-42.733","-65.067","136.0","P.MADRYN AERO, AR","0","4,S","9","4,S","-2.0","4,S,29,","2.85","4,,,S"
"ARM00087823","2021-06","-42.733","-65.067","136.0","P.MADRYN AERO, AR","0","2,S","13","2,S","-6.2","2,S,17,","0.24","2,,,S"
"ARM00087823","2021-07","-42.733","-65.067","136.0","P.MADRYN AERO, AR","0","1,S","14","1,S","-4.0","1,S,28,","0.71","1,,,S"
"ARM00087823","2021-08","-42.733","-65.067","136.0","P.MADRYN AERO, AR","0","1,S","8","1,S","-3.8","1,S,12,","2.39","1,,,S"
"ARM00087823","2021-09","-42.733","-65.067","136.0","P.MADRYN AERO, AR","0",",S","1",",S","-0.4",",S,27,","5.88",",,,S"
"ARM00087823","2021-10","-42.733","-65.067","136.0","P.MADRYN AERO, AR","0","3,S","2","3,S","-1.0","3,S,06,","7.39","3,,,S"
"ARM00087823","2021-11","-42.733","-65.067","136.0","P.MADRYN AERO, AR","0","3,S","0","3,S","2.0","3,S,16,","9.81","3,,,S"
