"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","AWND","AWND_ATTRIBUTES","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYHF","DYHF_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES"
"USW00094985","1996-07","44.63806","-90.1875","382.5","MARSHFIELD MUNICIPAL AIRPORT, WI US","","","","","25.9",",M","","","","","","","","","","","0",",M","0",",M","0",",M","27",",M","0",",M","","","","","","","6.7",",M,10,","","","","","","","31.1",",M,18,","28.7","M","28.7",",M","","","","","18.24",",M","24.25",",,,M","12.24",",,,M","","","","","","","",""
"USW00094985","1996-08","44.63806","-90.1875","382.5","MARSHFIELD MUNICIPAL AIRPORT, WI US","","","","","44.2",",M","","","","","","","","","","","0",",M","0",",M","0",",M","30",",M","0",",M","","","","","","","8.3",",M,28,","","","","","","","30.6",",M,06,","43.2","M","14.5",",M","","","","","19.29",",M","25.75",",,,M","12.84",",,,M","","","","","","","",""
"USW00094985","1996-09","44.63806","-90.1875","382.5","MARSHFIELD MUNICIPAL AIRPORT, WI US","","","","","20.5","2,M","","","","","","","","","","","0","2,M","0","2,M","0","2,M","11","2,M","0","2,M","","","","","","","2.2","2,M,25,+","","","","","","","28.9","2,M,04,","176.2","M","133.0","2,M","","","","","14.32","2,M","19.92","2,,,M","8.71","2,,,M","","","","","","","",""
"USW00094985","1996-10","44.63806","-90.1875","382.5","MARSHFIELD MUNICIPAL AIRPORT, WI US","","","","","0.0",",M","","","","","","","","","","","0",",M","13",",M","1",",M","4",",M","0",",M","","","","","","","-8.3",",M,31,","","","","","","","23.9",",M,16,","509.0","M","332.8",",M","","","","","7.60",",M","13.94",",,,M","1.25",",,,M","","","","","","","",""
"USW00094985","1996-11","44.63806","-90.1875","382.5","MARSHFIELD MUNICIPAL AIRPORT, WI US","","","","","0.0",",M","","","","","","","","","","","3",",M","27",",M","18",",M","0",",M","0",",M","","","","","","","-22.2",",M,27,","","","","","","","12.2",",M,03,","1187.7","M","678.7",",M","","","","","-4.29",",M","-0.26",",,,M","-8.32",",,,M","","","","","","","",""
"USW00094985","1996-12","44.63806","-90.1875","382.5","MARSHFIELD MUNICIPAL AIRPORT, WI US","","","","","0.0","1,M","","","","","","","","","","","6","1,M","30","1,M","28","1,M","0","1,M","0","1,M","","","","","","","-26.1","1,M,25,","","","","","","","2.2","1,M,15,","2000.3","M","812.6","1,M","","","","","-8.75","1,M","-5.30","1,,,M","-12.20","1,,,M","","","","","","","",""
"USW00094985","1997-01","44.63806","-90.1875","382.5","MARSHFIELD MUNICIPAL AIRPORT, WI US","","","0.0","M","0.0",",M","","","","","","","","","","","15",",M","31",",M","25",",M","0",",M","0",",M","","","","","","","-27.8",",M,26,","","","","","","","4.4",",M,22,","2933.4","M","933.1",",M","","","","","-11.77",",M","-7.60",",,,M","-15.94",",,,M","","","","","","","",""
"USW00094985","1997-02","44.63806","-90.1875","382.5","MARSHFIELD MUNICIPAL AIRPORT, WI US","","","0.0","M","0.0",",M","","","","","","","","","","","5",",M","27",",M","19",",M","0",",M","0",",M","","","","","","","-21.1",",M,12,","","","","","","","8.3",",M,18,","3641.0","M","707.6",",M","","","","","-6.94",",M","-2.52",",,,M","-11.36",",,,M","","","","","","","",""
"USW00094985","1997-03","44.63806","-90.1875","382.5","MARSHFIELD MUNICIPAL AIRPORT, WI US","","","0.0","M","0.0",",M","","","","","","","","","","","2",",M","30",",M","14",",M","0",",M","0",",M","","","","","","","-24.4",",M,16,","","","","","","","12.2",",M,27,","4294.2","M","653.2",",M","","","","","-2.74",",M","1.46",",,,M","-6.94",",,,M","","","","","","","",""
"USW00094985","1997-04","44.63806","-90.1875","382.5","MARSHFIELD MUNICIPAL AIRPORT, WI US","","","0.0","M","0.0",",M","","","","","","","","","","","0",",M","16",",M","2",",M","2",",M","0",",M","","","","","","","-12.8",",M,08,","","","","","","","22.8",",M,04,","4681.3","M","387.1",",M","","","","","5.43",",M","11.83",",,,M","-0.98",",,,M","","","","","","","",""
