"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","AWND","AWND_ATTRIBUTES","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","PSUN","PSUN_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","TSUN","TSUN_ATTRIBUTES","WDF1","WDF1_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WDFG","WDFG_ATTRIBUTES","WDFM","WDFM_ATTRIBUTES","WSF1","WSF1_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES","WSFG","WSFG_ATTRIBUTES","WSFM","WSFM_ATTRIBUTES"
"FMW00040504","1959-12","6.9667","158.2167","36.6","POHNPEI WEATHER SERVICE OFFICE, FM FM","","","3126.8","0","268.8",",0","27",",0","25",",0","9",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","0",",0","","","3","","21.7",",0,12,","0",",,0,31,+","0",",,0,31,+","79.8",",,0,19,","31.7",",0,11,+","0.0","0","0.0",",0","663.5",",,,0","","","0",",,,0","27.00",",0","30.00",",,,0","24.01",",,,0","","","","","","","","","","","","","","","","","","","","","",""
"FMW00040504","1960-01","6.9667","158.2167","36.6","POHNPEI WEATHER SERVICE OFFICE, FM FM","","","269.7","0","269.7",",0","18",",0","15",",0","4",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","0",",0","","","1","","21.7",",0,12,+","0",",,0,31,+","0",",,0,31,+","67.3",",,0,22,","31.1",",0,19,+","0.0","0","0.0",",0","351.1",",,,0","","","0",",,,0","27.03",",0","29.92",",,,0","24.15",",,,0","","","","","","","","","","","","","","","","","","","","","",""
"FMW00040504","1960-02","6.9667","158.2167","36.6","POHNPEI WEATHER SERVICE OFFICE, FM FM","","","520.0","0","250.3",",0","23",",0","12",",0","4",",0","0",",0","0",",0","0",",0","0",",0","0",",0","29",",0","0",",0","","","2","","22.2",",0,16,","0",",,0,29,+","0",",,0,29,+","93.0",",,0,17,","31.1",",0,13,","0.0","0","0.0",",0","316.2",",,,0","","","0",",,,0","26.97",",0","29.41",",,,0","24.52",",,,0","","","","","","","","","","","","","","","","","","","","","",""
"FMW00040504","1960-03","6.9667","158.2167","36.6","POHNPEI WEATHER SERVICE OFFICE, FM FM","","","787.3","0","267.3",",0","24",",0","19",",0","5",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","1",",0","","","2","","22.2",",0,26,+","0",",,0,31,+","0",",,0,31,+","59.4",",,0,02,","32.2",",0,07,","0.0","0","0.0",",0","401.3",",,,0","","","0",",,,0","26.95",",0","30.05",",,,0","23.86",",,,0","","","","","","","","","","","","","","","","","","","","","",""
"FMW00040504","1960-04","6.9667","158.2167","36.6","POHNPEI WEATHER SERVICE OFFICE, FM FM","","","1044.3","0","257.0",",0","27",",0","24",",0","8",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","0",",0","","","1","","22.2",",0,18,+","0",",,0,30,+","0",",,0,30,+","115.8",",,0,28,","31.7",",0,09,","0.0","0","0.0",",0","653.2",",,,0","","","0",",,,0","26.90",",0","29.96",",,,0","23.83",",,,0","","","","","","","","","","","","","","","","","","","","","",""
"FMW00040504","1960-05","6.9667","158.2167","36.6","POHNPEI WEATHER SERVICE OFFICE, FM FM","","","1306.2","0","261.9",",0","28",",0","22",",0","8",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","0",",0","","","3","","22.2",",0,15,+","0",",,0,31,+","0",",,0,31,+","71.9",",,0,22,","31.7",",0,31,+","0.0","0","0.0",",0","560.9",",,,0","","","0",",,,0","26.78",",0","30.15",",,,0","23.42",",,,0","","","","","","","","","","","","","","","","","","","","","",""
"FMW00040504","1960-06","6.9667","158.2167","36.6","POHNPEI WEATHER SERVICE OFFICE, FM FM","","","1570.0","0","263.8",",0","29",",0","23",",0","8",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","0",",0","","","2","","21.7",",0,12,","0",",,0,30,+","0",",,0,30,+","53.8",",,0,01,","31.7",",0,25,+","0.0","0","0.0",",0","466.4",",,,0","","","0",",,,0","27.13",",0","30.43",",,,0","23.82",",,,0","","","","","","","","","","","","","","","","","","","","","",""
"FMW00040504","1960-07","6.9667","158.2167","36.6","POHNPEI WEATHER SERVICE OFFICE, FM FM","","","1837.5","0","267.5",",0","26",",0","19",",0","3",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","0",",0","","","8","","21.1",",0,22,","0",",,0,31,+","0",",,0,31,+","57.2",",,0,21,","31.7",",0,24,+","0.0","0","0.0",",0","305.1",",,,0","","","0",",,,0","26.96",",0","30.69",",,,0","23.23",",,,0","","","","","","","","","","","","","","","","","","","","","",""
"FMW00040504","1960-08","6.9667","158.2167","36.6","POHNPEI WEATHER SERVICE OFFICE, FM FM","","","2092.7","0","255.2",",0","29",",0","23",",0","5",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","0",",0","","","1","","21.1",",0,31,","0",",,0,31,+","0",",,0,31,+","48.3",",,0,07,","31.7",",0,31,+","0.0","0","0.0",",0","406.9",",,,0","","","0",",,,0","26.57",",0","30.48",",,,0","22.65",",,,0","","","","","","","","","","","","","","","","","","","","","",""
"FMW00040504","1960-09","6.9667","158.2167","36.6","POHNPEI WEATHER SERVICE OFFICE, FM FM","","","2350.0","0","257.3",",0","25",",0","20",",0","6",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","3",",0","","","6","","21.7",",0,01,","0",",,0,30,+","0",",,0,30,+","37.8",",,0,26,","32.2",",0,27,+","0.0","0","0.0",",0","333.0",",,,0","","","0",",,,0","26.91",",0","30.73",",,,0","23.09",",,,0","","","","","","","","","","","","","","","","","","","","","",""
"FMW00040504","1960-10","6.9667","158.2167","36.6","POHNPEI WEATHER SERVICE OFFICE, FM FM","","","2610.6","0","260.6",",0","22",",0","19",",0","5",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","4",",0","","","4","","21.7",",0,24,+","0",",,0,31,+","0",",,0,31,+","78.2",",,0,07,","32.2",",0,17,+","0.0","0","0.0",",0","410.9",",,,0","","","0",",,,0","26.74",",0","30.65",",,,0","22.83",",,,0","","","","","","","","","","","","","","","","","","","","","",""
"FMW00040504","1960-11","6.9667","158.2167","36.6","POHNPEI WEATHER SERVICE OFFICE, FM FM","","","2876.1","0","265.5",",0","27",",0","22",",0","7",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","2",",0","","","5","","22.2",",0,25,+","0",",,0,30,+","0",",,0,30,+","60.2",",,0,03,","32.2",",0,15,+","0.0","0","0.0",",0","479.7",",,,0","","","0",",,,0","27.18",",0","30.98",",,,0","23.38",",,,0","","","","","","","","","","","","","","","","","","","","","",""
"FMW00040504","1960-12","6.9667","158.2167","36.6","POHNPEI WEATHER SERVICE OFFICE, FM FM","","","3147.1","0","271.0",",0","26",",0","18",",0","9",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","0",",0","","","7","","21.7",",0,21,","0",",,0,31,+","0",",,0,31,+","84.8",",,0,07,","31.7",",0,23,+","0.0","0","0.0",",0","529.6",",,,0","","","0",",,,0","27.07",",0","30.26",",,,0","23.89",",,,0","","","","","","","","","","","","","","","","","","","","","",""
"FMW00040504","1961-01","6.9667","158.2167","36.6","POHNPEI WEATHER SERVICE OFFICE, FM FM","","","267.2","0","267.2",",0","25",",0","16",",0","7",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","0",",0","","","1","","21.1",",0,30,","0",",,0,31,+","0",",,0,31,+","72.9",",,0,11,","31.1",",0,23,+","0.0","0","0.0",",0","421.7",",,,0","","","0",",,,0","26.95",",0","29.78",",,,0","24.12",",,,0","","","","","","","","","","","","","","","","","","","","","",""
"FMW00040504","1961-02","6.9667","158.2167","36.6","POHNPEI WEATHER SERVICE OFFICE, FM FM","","","514.5","0","247.3",",0","25",",0","17",",0","5",",0","0",",0","0",",0","0",",0","0",",0","0",",0","28",",0","0",",0","","","5","","22.2",",0,23,+","0",",,0,28,+","0",",,0,28,+","138.9",",,0,23,","31.1",",0,28,","0.0","0","0.0",",0","454.0",",,,0","","","0",",,,0","27.17",",0","29.87",",,,0","24.46",",,,0","","","","","","","","","","","","","","","","","","","","","",""
"FMW00040504","1961-03","6.9667","158.2167","36.6","POHNPEI WEATHER SERVICE OFFICE, FM FM","","","788.1","0","273.6",",0","22",",0","14",",0","4",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","0",",0","","","4","","22.2",",0,28,+","0",",,0,31,+","0",",,0,31,+","165.9",",,0,21,","31.7",",0,22,","0.0","0","0.0",",0","443.9",",,,0","","","0",",,,0","27.16",",0","30.39",",,,0","23.93",",,,0","","","","","","","","","","","","","","","","","","","","","",""
"FMW00040504","1961-04","6.9667","158.2167","36.6","POHNPEI WEATHER SERVICE OFFICE, FM FM","","","1063.8","0","275.7",",0","25",",0","18",",0","3",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","1",",0","","","2","","22.8",",0,13,+","0",",,0,30,+","0",",,0,30,+","61.0",",,0,02,","32.2",",0,15,","0.0","0","0.0",",0","294.5",",,,0","","","0",",,,0","27.52",",0","30.55",",,,0","24.49",",,,0","","","","","","","","","","","","","","","","","","","","","",""
"FMW00040504","1961-05","6.9667","158.2167","36.6","POHNPEI WEATHER SERVICE OFFICE, FM FM","","","1325.8","0","262.0",",0","29",",0","26",",0","8",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","1",",0","","","1","","21.7",",0,26,","0",",,0,31,+","0",",,0,31,+","86.1",",,0,02,","32.2",",0,20,","0.0","0","0.0",",0","564.0",",,,0","","","0",",,,0","26.78",",0","30.03",",,,0","23.54",",,,0","","","","","","","","","","","","","","","","","","","","","",""
"FMW00040504","1961-06","6.9667","158.2167","36.6","POHNPEI WEATHER SERVICE OFFICE, FM FM","","","1574.4","0","248.6",",0","26",",0","21",",0","6",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","1",",0","","","3","","21.1",",0,15,","0",",,0,30,+","0",",,0,30,+","67.6",",,0,14,","32.2",",0,07,","0.0","0","0.0",",0","459.9",",,,0","","","0",",,,0","26.62",",0","30.32",",,,0","22.92",",,,0","","","","","","","","","","","","","","","","","","","","","",""
"FMW00040504","1961-07","6.9667","158.2167","36.6","POHNPEI WEATHER SERVICE OFFICE, FM FM","","","1827.6","0","253.2",",0","25",",0","20",",0","5",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","3",",0","","","6","","21.1",",0,12,+","0",",,0,31,+","0",",,0,31,+","60.7",",,0,30,","32.2",",0,27,+","0.0","0","0.0",",0","394.1",",,,0","","","0",",,,0","26.50",",0","30.71",",,,0","22.29",",,,0","","","","","","","","","","","","","","","","","","","","","",""
"FMW00040504","1961-08","6.9667","158.2167","36.6","POHNPEI WEATHER SERVICE OFFICE, FM FM","","","2086.5","0","258.9",",0","29",",0","24",",0","7",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","1",",0","","","3","","22.2",",0,25,+","0",",,0,31,+","0",",,0,31,+","66.8",",,0,18,","32.2",",0,30,","0.0","0","0.0",",0","445.1",",,,0","","","0",",,,0","26.68",",0","30.43",",,,0","22.94",",,,0","","","","","","","","","","","","","","","","","","","","","",""
"FMW00040504","1961-09","6.9667","158.2167","36.6","POHNPEI WEATHER SERVICE OFFICE, FM FM","","","2331.3","0","244.8",",0","26",",0","18",",0","5",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","0",",0","","","6","","21.1",",0,21,","0",",,0,30,+","0",",,0,30,+","112.8",",,0,15,","31.7",",0,19,+","0.0","0","0.0",",0","525.8",",,,0","","","0",",,,0","26.49",",0","30.53",",,,0","22.46",",,,0","","","","","","","","","","","","","","","","","","","","","",""
"FMW00040504","1961-10","6.9667","158.2167","36.6","POHNPEI WEATHER SERVICE OFFICE, FM FM","","","2591.7","0","260.4",",0","24",",0","16",",0","5",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","7",",0","","","3","","21.7",",0,31,+","0",",,0,31,+","0",",,0,31,+","73.4",",,0,22,","32.8",",0,25,+","0.0","0","0.0",",0","357.7",",,,0","","","0",",,,0","26.73",",0","30.83",",,,0","22.64",",,,0","","","","","","","","","","","","","","","","","","","","","",""
"FMW00040504","1961-11","6.9667","158.2167","36.6","POHNPEI WEATHER SERVICE OFFICE, FM FM","","","2838.5","0","246.8",",0","25",",0","22",",0","7",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","1",",0","","","5","","20.6",",0,08,+","0",",,0,30,+","0",",,0,30,+","79.8",",,0,16,","32.2",",0,11,","0.0","0","0.0",",0","464.6",",,,0","","","0",",,,0","26.56",",0","30.41",",,,0","22.71",",,,0","","","","","","","","","","","","","","","","","","","","","",""
"FMW00040504","1961-12","6.9667","158.2167","36.6","POHNPEI WEATHER SERVICE OFFICE, FM FM","","","3106.4","0","267.9",",0","27",",0","22",",0","7",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","0",",0","","","3","","22.2",",0,06,","0",",,0,31,+","0",",,0,31,+","61.2",",,0,25,","31.7",",0,31,+","0.0","0","0.0",",0","418.3",",,,0","","","0",",,,0","26.98",",0","30.09",",,,0","23.86",",,,0","","","","","","","","","","","","","","","","","","","","","",""
"FMW00040504","1962-01","6.9667","158.2167","36.6","POHNPEI WEATHER SERVICE OFFICE, FM FM","","","259.1","0","259.1",",0","26",",0","19",",0","12",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","0",",0","","","4","","22.8",",0,29,+","0",",,0,31,+","0",",,0,31,+","93.7",",,0,04,","31.1",",0,27,","0.0","0","0.0",",0","677.5",",,,0","","","0",",,,0","26.69",",0","29.29",",,,0","24.09",",,,0","","","","","","","","","","","","","","","","","","","","","",""
"FMW00040504","1962-02","6.9667","158.2167","36.6","POHNPEI WEATHER SERVICE OFFICE, FM FM","","","506.0","0","246.9",",0","21",",0","14",",0","6",",0","0",",0","0",",0","0",",0","0",",0","0",",0","28",",0","0",",0","","","1","","22.2",",0,13,","0",",,0,28,+","0",",,0,28,+","88.4",",,0,11,","31.7",",0,23,","0.0","0","0.0",",0","407.2",",,,0","","","0",",,,0","27.15",",0","29.85",",,,0","24.45",",,,0","","","","","","","","","","","","","","","","","","","","","",""
"FMW00040504","1962-03","6.9667","158.2167","36.6","POHNPEI WEATHER SERVICE OFFICE, FM FM","","","781.0","0","275.0",",0","23",",0","20",",0","4",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","0",",0","","","2","","22.2",",0,08,+","0",",,0,31,+","0",",,0,31,+","57.4",",,0,16,","31.1",",0,26,+","0.0","0","0.0",",0","280.4",",,,0","","","0",",,,0","27.20",",0","29.94",",,,0","24.47",",,,0","","","","","","","","","","","","","","","","","","","","","",""
"FMW00040504","1962-04","6.9667","158.2167","36.6","POHNPEI WEATHER SERVICE OFFICE, FM FM","","","1046.7","0","265.7",",0","24",",0","18",",0","3",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","1",",0","","","","","22.2",",0,29,+","0",",,0,30,+","0",",,0,30,+","86.9",",,0,15,","32.2",",0,24,","0.0","0","0.0",",0","303.3",",,,0","","","0",",,,0","27.19",",0","30.55",",,,0","23.83",",,,0","","","","","","","","","","","","","","","","","","","","","",""
"FMW00040504","1962-05","6.9667","158.2167","36.6","POHNPEI WEATHER SERVICE OFFICE, FM FM","","","1318.9","0","272.2",",0","29",",0","25",",0","10",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","0",",0","","","2","","22.2",",0,31,+","0",",,0,31,+","0",",,0,31,+","52.8",",,0,25,","31.7",",0,12,","0.0","0","0.0",",0","569.1",",,,0","","","0",",,,0","27.11",",0","30.19",",,,0","24.04",",,,0","","","","","","","","","","","","","","","","","","","","","",""
"FMW00040504","1962-06","6.9667","158.2167","36.6","POHNPEI WEATHER SERVICE OFFICE, FM FM","","","1582.0","0","263.1",",0","25",",0","19",",0","4",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","1",",0","","","9","","21.7",",0,15,+","0",",,0,30,+","0",",,0,30,+","75.7",",,0,08,","32.2",",0,19,","0.0","0","0.0",",0","302.0",",,,0","","","0",",,,0","27.10",",0","31.06",",,,0","23.14",",,,0","","","","","","","","","","","","","","","","","","","","","",""
"FMW00040504","1962-07","6.9667","158.2167","36.6","POHNPEI WEATHER SERVICE OFFICE, FM FM","","","1844.9","0","262.9",",0","27",",0","19",",0","4",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","4",",0","","","1","","21.1",",0,22,","0",",,0,31,+","0",",,0,31,+","45.2",",,0,15,","32.2",",0,24,+","0.0","0","0.0",",0","345.5",",,,0","","","0",",,,0","26.81",",0","30.68",",,,0","22.95",",,,0","","","","","","","","","","","","","","","","","","","","","",""
"FMW00040504","1962-08","6.9667","158.2167","36.6","POHNPEI WEATHER SERVICE OFFICE, FM FM","","","2108.8","0","263.9",",0","28",",0","22",",0","5",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","5",",0","","","7","","21.1",",0,13,","0",",,0,31,+","0",",,0,31,+","109.2",",,0,15,","32.2",",0,27,+","0.0","0","0.0",",0","471.0",",,,0","","","0",",,,0","26.85",",0","31.08",",,,0","22.61",",,,0","","","","","","","","","","","","","","","","","","","","","",""
"FMW00040504","1962-09","6.9667","158.2167","36.6","POHNPEI WEATHER SERVICE OFFICE, FM FM","","","2352.9","0","244.1",",0","28",",0","25",",0","8",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","2",",0","","","3","","21.1",",0,21,","0",",,0,30,+","0",",,0,30,+","134.4",",,0,29,","32.8",",0,18,","0.0","0","0.0",",0","581.9",",,,0","","","0",",,,0","26.47",",0","30.46",",,,0","22.48",",,,0","","","","","","","","","","","","","","","","","","","","","",""
"FMW00040504","1962-10","6.9667","158.2167","36.6","POHNPEI WEATHER SERVICE OFFICE, FM FM","","","2613.3","0","260.4",",0","24",",0","17",",0","5",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","5",",0","","","1","","21.1",",0,06,","0",",,0,31,+","0",",,0,31,+","121.4",",,0,24,","32.2",",0,15,+","0.0","0","0.0",",0","471.8",",,,0","","","0",",,,0","26.73",",0","31.06",",,,0","22.40",",,,0","","","","","","","","","","","","","","","","","","","","","",""
"FMW00040504","1962-11","6.9667","158.2167","36.6","POHNPEI WEATHER SERVICE OFFICE, FM FM","","","2863.0","0","249.7",",0","29",",0","26",",0","13",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","1",",0","","","13","","21.7",",0,30,+","0",",,0,30,+","0",",,0,30,+","88.9",",,0,10,","32.2",",0,14,","0.0","0","0.0",",0","721.0",",,,0","","","0",",,,0","26.66",",0","30.21",",,,0","23.10",",,,0","","","","","","","","","","","","","","","","","","","","","",""
"FMW00040504","1962-12","6.9667","158.2167","36.6","POHNPEI WEATHER SERVICE OFFICE, FM FM","","","3138.5","0","275.5",",0","22",",0","17",",0","5",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","4",",0","","","","","21.1",",0,17,","0",",,0,31,+","0",",,0,31,+","46.5",",,0,23,","32.8",",0,10,","0.0","0","0.0",",0","345.6",",,,0","","","0",",,,0","27.22",",0","30.88",",,,0","23.56",",,,0","","","","","","","","","","","","","","","","","","","","","",""
"FMW00040504","1963-01","6.9667","158.2167","36.6","POHNPEI WEATHER SERVICE OFFICE, FM FM","","","249.3","0","249.3",",0","25",",0","23",",0","7",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","0",",0","","","3","","21.1",",0,24,","0",",,0,31,+","0",",,0,31,+","89.7",",,0,01,","31.1",",0,12,+","0.0","0","0.0",",0","533.2",",,,0","","","0",",,,0","26.38",",0","29.49",",,,0","23.26",",,,0","","","","","","","","","","","","","","","","","","","","","",""
"FMW00040504","1963-02","6.9667","158.2167","36.6","POHNPEI WEATHER SERVICE OFFICE, FM FM","","","486.5","0","237.2",",0","22",",0","16",",0","5",",0","0",",0","0",",0","0",",0","0",",0","0",",0","28",",0","0",",0","","","4","","20.6",",0,21,","0",",,0,28,+","0",",,0,28,+","100.8",",,0,20,","30.6",",0,27,+","0.0","0","0.0",",0","415.6",",,,0","","","0",",,,0","26.81",",0","29.86",",,,0","23.75",",,,0","","","","","","","","","","","","","","","","","","","","","",""
"FMW00040504","1963-03","6.9667","158.2167","36.6","POHNPEI WEATHER SERVICE OFFICE, FM FM","","","753.9","0","267.4",",0","25",",0","20",",0","5",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","0",",0","","","2","","21.7",",0,31,","0",",,0,31,+","0",",,0,31,+","111.3",",,0,25,","31.7",",0,31,","0.0","0","0.0",",0","433.6",",,,0","","","0",",,,0","26.96",",0","29.99",",,,0","23.93",",,,0","","","","","","","","","","","","","","","","","","","","","",""
"FMW00040504","1963-04","6.9667","158.2167","36.6","POHNPEI WEATHER SERVICE OFFICE, FM FM","","","1009.9","0","256.0",",0","24",",0","19",",0","3",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","1",",0","","","2","","20.6",",0,06,","0",",,0,30,+","0",",,0,30,+","49.3",",,0,22,","32.8",",0,27,","0.0","0","0.0",",0","316.2",",,,0","","","0",",,,0","26.87",",0","30.64",",,,0","23.09",",,,0","","","","","","","","","","","","","","","","","","","","","",""
"FMW00040504","1963-05","6.9667","158.2167","36.6","POHNPEI WEATHER SERVICE OFFICE, FM FM","","","1286.1","0","276.2",",0","28",",0","21",",0","7",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","8",",0","","","6","","22.2",",0,30,+","0",",,0,31,+","0",",,0,31,+","91.2",",,0,12,","32.8",",0,17,","0.0","0","0.0",",0","485.7",",,,0","","","0",",,,0","27.24",",0","31.19",",,,0","23.29",",,,0","","","","","","","","","","","","","","","","","","","","","",""
"FMW00040504","1963-06","6.9667","158.2167","36.6","POHNPEI WEATHER SERVICE OFFICE, FM FM","","","1543.5","0","257.4",",0","21",",0","14",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","7",",0","","","3","","21.1",",0,20,","0",",,0,30,+","0",",,0,30,+","71.6",",,0,27,","32.8",",0,05,","0.0","0","0.0",",0","244.0",",,,0","","","0",",,,0","26.91",",0","31.03",",,,0","22.79",",,,0","","","","","","","","","","","","","","","","","","","","","",""
"FMW00040504","1963-07","6.9667","158.2167","36.6","POHNPEI WEATHER SERVICE OFFICE, FM FM","","","1807.1","0","263.6",",0","26",",0","19",",0","5",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","6",",0","","","3","","21.7",",0,01,","0",",,0,31,+","0",",,0,31,+","42.9",",,0,14,","32.8",",0,26,","0.0","0","0.0",",0","348.7",",,,0","","","0",",,,0","26.84",",0","30.88",",,,0","22.79",",,,0","","","","","","","","","","","","","","","","","","","","","",""
"FMW00040504","1963-08","6.9667","158.2167","36.6","POHNPEI WEATHER SERVICE OFFICE, FM FM","","","2074.3","0","267.2",",0","29",",0","22",",0","6",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","4",",0","","","3","","22.2",",0,06,+","0",",,0,31,+","0",",,0,31,+","96.0",",,0,04,","32.2",",0,26,+","0.0","0","0.0",",0","463.1",",,,0","","","0",",,,0","26.95",",0","30.90",",,,0","23.01",",,,0","","","","","","","","","","","","","","","","","","","","","",""
"FMW00040504","1963-09","6.9667","158.2167","36.6","POHNPEI WEATHER SERVICE OFFICE, FM FM","","","2327.8","0","253.5",",0","22",",0","18",",0","4",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","6",",0","","","","","21.7",",0,17,","0",",,0,30,+","0",",,0,30,+","49.3",",,0,15,","32.8",",0,25,","0.0","0","0.0",",0","333.5",",,,0","","","0",",,,0","26.78",",0","30.95",",,,0","22.61",",,,0","","","","","","","","","","","","","","","","","","","","","",""
"FMW00040504","1963-10","6.9667","158.2167","36.6","POHNPEI WEATHER SERVICE OFFICE, FM FM","","","2587.3","0","259.5",",0","28",",0","23",",0","7",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","1",",0","","","4","","22.2",",0,27,+","0",",,0,31,+","0",",,0,31,+","63.2",",,0,10,","32.2",",0,03,","0.0","0","0.0",",0","525.7",",,,0","","","0",",,,0","26.70",",0","30.12",",,,0","23.28",",,,0","","","","","","","","","","","","","","","","","","","","","",""
"FMW00040504","1963-11","6.9667","158.2167","36.6","POHNPEI WEATHER SERVICE OFFICE, FM FM","","","2853.5","0","266.2",",0","21",",0","16",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","0",",0","","","3","","21.1",",0,03,","0",",,0,30,+","0",",,0,30,+","25.1",",,0,23,","31.7",",0,17,+","0.0","0","0.0",",0","115.6",",,,0","","","0",",,,0","27.21",",0","30.99",",,,0","23.42",",,,0","","","","","","","","","","","","","","","","","","","","","",""
"FMW00040504","1963-12","6.9667","158.2167","36.6","POHNPEI WEATHER SERVICE OFFICE, FM FM","","","3130.1","0","276.6",",0","26",",0","15",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","1",",0","","","2","","22.2",",0,21,","0",",,0,31,+","0",",,0,31,+","58.7",",,0,09,","32.2",",0,24,","0.0","0","0.0",",0","230.8",",,,0","","","0",",,,0","27.26",",0","30.44",",,,0","24.08",",,,0","","","","","","","","","","","","","","","","","","","","","",""
"FMW00040504","1964-01","6.9667","158.2167","36.6","POHNPEI WEATHER SERVICE OFFICE, FM FM","","","289.4","0","289.4",",0","19",",0","9",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","0",",0","","","2","","22.2",",0,11,","0",",,0,31,+","0",",,0,31,+","23.4",",,0,28,","31.7",",0,15,","0.0","0","0.0",",0","91.2",",,,0","","","0",",,,0","27.67",",0","30.62",",,,0","24.71",",,,0","","","","","","","","","","","","","","","","","","","","","",""
"FMW00040504","1964-02","6.9667","158.2167","36.6","POHNPEI WEATHER SERVICE OFFICE, FM FM","","","555.9","0","266.5",",0","21",",0","10",",0","4",",0","0",",0","0",",0","0",",0","0",",0","0",",0","29",",0","0",",0","","","1","","22.8",",0,22,+","0",",,0,29,+","0",",,0,29,+","163.1",",,0,22,","31.1",",0,27,+","0.0","0","0.0",",0","502.1",",,,0","","","0",",,,0","27.52",",0","30.12",",,,0","24.92",",,,0","","","","","","","","","","","","","","","","","","","","","",""
