"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","AWND","AWND_ATTRIBUTES","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYHF","DYHF_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","PSUN","PSUN_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","TSUN","TSUN_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WDFG","WDFG_ATTRIBUTES","WDFM","WDFM_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES","WSFG","WSFG_ATTRIBUTES","WSFM","WSFM_ATTRIBUTES"
"USW00014755","1949-06","44.27018","-71.30336","1911.7","MOUNT WASHINGTON, NH US","","","0.0","0","0.0",",0","13",",0","11",",0","2",",0","0",",0","0",",0","0",",0","4",",0","1",",0","0",",0","0",",0","26","","","","6","","-5.6",",0,08,","0",",,0,30,+","0",",,0,30,+","34.0",",,0,21,","18.9",",0,18,+","7188.3","0","265.6",",0","162.1",",,,0","","","0",",,,0","9.48",",0","12.70",",,,0","6.26",",,,0","","","","","315",",X","","","","","33.5",",X","",""
"USW00014755","1949-07","44.27018","-71.30336","1911.7","MOUNT WASHINGTON, NH US","","","0.0","0","0.0",",0","16",",0","11",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","27","","","","4","","2.8",",0,07,","0",",,0,31,+","0",",,0,31,+","38.6",",,0,10,","18.9",",0,01,","224.3","0","224.3",",0","162.7",",,,0","","","0",",,,0","11.10",",0","14.28",",,,0","7.91",",,,0","","","","","315",",X","","","","","36.7",",X","",""
"USW00014755","1949-08","44.27018","-71.30336","1911.7","MOUNT WASHINGTON, NH US","","","0.0","0","0.0",",0","12",",0","9",",0","2",",0","0",",0","0",",0","0",",0","2",",0","0",",0","0",",0","0",",0","25","","","","3","","-2.2",",0,20,","0",",,0,31,+","0",",,0,31,+","61.7",",,0,29,","17.2",",0,10,+","495.9","0","271.6",",0","159.5",",,,0","","","0",",,,0","9.57",",0","12.76",",,,0","6.38",",,,0","","","","","180",",X","","","","","37.1",",X","",""
"USW00014755","1949-09","44.27018","-71.30336","1911.7","MOUNT WASHINGTON, NH US","","","0.0","0","0.0",",0","20",",0","14",",0","2",",0","6",",0","2",",0","0",",0","16",",0","2",",0","0",",0","0",",0","25","","","","1","","-6.7",",0,26,","127",",,0,25,+","91",",,0,23,","36.1",",,0,14,","14.4",",0,04,","934.6","0","438.7",",0","203.7",",,,0","","","197",",,,0","3.71",",0","6.72",",,,0","0.69",",,,0","","","","","225","1,X","","","","","36.2","1,X","",""
"USW00014755","1949-10","44.27018","-71.30336","1911.7","MOUNT WASHINGTON, NH US","","","0.0","0","0.0",",0","12",",0","10",",0","0",",0","7",",0","2",",0","0",",0","18",",0","4",",0","0",",0","0",",0","20","","","","","","-13.9",",0,27,","76",",,0,28,+","46",",,0,26,+","22.9",",,0,31,","13.9",",0,11,","1446.9","0","512.3",",0","131.0",",,,0","","","110",",,,0","1.81",",0","5.35",",,,0","-1.73",",,,0","","","","","248",",X","","","","","38.4",",X","",""
"USW00014755","1949-11","44.27018","-71.30336","1911.7","MOUNT WASHINGTON, NH US","","","0.0","0","0.0","2,0","18",",0","10",",0","1",",0","27",",0","4",",0","4","1,0","29","1,0","27","1,0","0","1,0","0","1,0","28","","","","","","-22.2","1,0,26,+","203",",,0,30,+","69",",,0,04,","27.4",",,0,04,","1.1","1,0,14,+","2209.1","0","762.2","1,0","85.0",",,,0","","","315",",,,0","-8.85","2,0","-5.63","1,,,0","-12.07","1,,,0","","","","","270",",X","","","","","38.0",",X","",""
"USW00014755","1949-12","44.27018","-71.30336","1911.7","MOUNT WASHINGTON, NH US","","","0.0","0","0.0","2,0","17",",0","9",",0","0",",0","28",",0","2",",0","11","1,0","29","1,0","23","1,0","0","1,0","0","1,0","27","","","","","","-28.9","1,0,29,","279",",,0,11,+","41",",,0,28,","16.5",",,0,12,","4.4","1,0,22,+","3051.5","0","842.4","1,0","93.7",",,,0","","","182",",,,0","-10.98","2,0","-6.49","1,,,0","-15.47","1,,,0","","","","","338",",X","","","","","41.1",",X","",""
"USW00014755","1950-01","44.27018","-71.30336","1911.7","MOUNT WASHINGTON, NH US","","","0.0","0","0.0","4,0","20",",0","11",",0","0",",0","15",",0","8",",0","16","2,0","28","2,0","21","2,0","0","2,0","0","2,0","30","","","","","","-36.7","2,0,08,","254",",,0,10,","173",",,0,10,","24.1",",,0,10,","6.7","2,0,26,","3851.5","0","800.0","2,0","124.5",",,,0","","","732",",,,0","-11.25","4,0","-5.19","2,,,0","-17.30","2,,,0","","","","","270",",X","","","","","58.1",",X","",""
"USW00014755","1950-02","44.27018","-71.30336","1911.7","MOUNT WASHINGTON, NH US","","","0.0","0","0.0",",0","17",",0","10",",0","1",",0","24",",0","9",",0","17",",0","28",",0","28",",0","0",",0","0",",0","25","","","","","","-37.2",",0,20,","254",",,0,18,+","229",",,0,15,","30.2",",,0,15,","-2.2",",0,09,","4806.6","0","955.1",",0","83.0",",,,0","","","696",",,,0","-15.78",",0","-10.48",",,,0","-21.07",",,,0","","","","","270",",X","","","","","46.5",",X","",""
"USW00014755","1950-03","44.27018","-71.30336","1911.7","MOUNT WASHINGTON, NH US","","","0.0","0","0.0","2,0","19",",0","13",",0","0",",0","29","2,0","13","1,0","17","1,0","30","1,0","26","1,0","0","1,0","0","1,0","25","","","","1","","-38.9","1,0,03,","178","2,,0,18,","150","1,,0,18,","17.0",",,0,18,","5.0","1,0,28,","5734.9","0","928.3","1,0","128.2",",,,0","","","801","1,,,0","-13.55","2,0","-7.65","1,,,0","-19.44","1,,,0","","","","","113",",X","","","","","53.2",",X","",""
"USW00014755","1950-04","44.27018","-71.30336","1911.7","MOUNT WASHINGTON, NH US","","","0.0","0","0.0",",0","18",",0","12",",0","0",",0","14",",0","5",",0","2",",0","29",",0","21",",0","0",",0","0",",0","26","","","","","","-18.3",",0,10,+","152",",,0,03,+","102",",,0,02,","18.5",",,0,20,","6.1",",0,04,","6485.9","0","751.0",",0","98.6",",,,0","","","396",",,,0","-6.70",",0","-3.26",",,,0","-10.14",",,,0","","","","","293",",X","","","","","38.4",",X","",""
"USW00014755","1950-05","44.27018","-71.30336","1911.7","MOUNT WASHINGTON, NH US","","","0.0","0","0.0",",0","15",",0","7",",0","0",",0","7",",0","4",",0","1",",0","19",",0","5",",0","0",",0","0",",0","24","","","","1","","-18.3",",0,08,","102",",,0,19,","81",",,0,19,","14.0",",,0,19,","12.8",",0,28,+","7004.6","0","518.7",",0","70.6",",,,0","","","186",",,,0","1.60",",0","5.24",",,,0","-2.04",",,,0","","","","","315",",X","","","","","40.2",",X","",""
"USW00014755","1950-06","44.27018","-71.30336","1911.7","MOUNT WASHINGTON, NH US","","","0.0","0","0.0",",0","13",",0","10",",0","1",",0","2",",0","1",",0","0",",0","10",",0","1",",0","0",",0","0",",0","29","","","","4","","-6.1",",0,18,","25",",,0,18,+","25",",,0,17,","51.6",",,0,01,","17.8",",0,26,","7357.0","0","352.4",",0","140.0",",,,0","","","25",",,,0","6.59",",0","10.57",",,,0","2.60",",,,0","","","","","270",",X","","","","","46.9",",X","",""
"USW00014755","1950-07","44.27018","-71.30336","1911.7","MOUNT WASHINGTON, NH US","","","0.0","0","0.0",",0","19",",0","14",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","29","","","","2","","1.1",",0,15,+","0",",,0,31,+","0",",T,0,31,","22.1",",,0,06,","18.3",",0,17,","296.5","0","296.5",",0","129.3",",,,0","","","0",",T,,0","8.77",",0","11.73",",,,0","5.81",",,,0","","","","","270",",X","","","","","37.5",",X","",""
"USW00014755","1950-08","44.27018","-71.30336","1911.7","MOUNT WASHINGTON, NH US","","","0.0","0","0.0",",0","15",",0","10",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","28","","","","4","","0.6",",0,12,+","0",",,0,31,+","0",",T,0,16,+","37.1",",,0,20,","17.8",",0,18,","584.9","0","288.4",",0","145.5",",,,0","","","0",",T,,0","9.03",",0","12.00",",,,0","6.06",",,,0","","","","","270",",X","","","","","27.3",",X","",""
"USW00014755","1950-09","44.27018","-71.30336","1911.7","MOUNT WASHINGTON, NH US","","","0.0","0","0.0",",0","14",",0","11",",0","0",",0","3",",0","1",",0","0",",0","13",",0","3",",0","0",",0","0",",0","22","","","","","","-11.1",",0,25,+","51",",,0,25,+","51",",,0,24,","24.4",",,0,11,","17.8",",0,08,","1020.6","0","435.7",",0","126.3",",,,0","","","64",",,,0","3.81",",0","7.11",",,,0","0.51",",,,0","","","","","315",",X","","","","","38.0",",X","",""
"USW00014755","1950-10","44.27018","-71.30336","1911.7","MOUNT WASHINGTON, NH US","","","0.0","0","0.0",",0","13",",0","8",",0","1",",0","11",",0","2",",0","0",",0","24",",0","11",",0","0",",0","0",",0","28","","","","","","-12.2",",0,26,","76",",,0,26,","36",",,0,13,","32.3",",,0,10,","13.9",",0,02,+","1590.6","0","570.0",",0","96.0",",,,0","","","122",",,,0","-0.05",",0","3.17",",,,0","-3.28",",,,0","","","","","135",",X","","","","","39.3",",X","",""
"USW00014755","1950-11","44.27018","-71.30336","1911.7","MOUNT WASHINGTON, NH US","","","0.0","0","0.0",",0","19",",0","12",",0","5",",0","10",",0","4",",0","1",",0","28",",0","16",",0","0",",0","0",",0","28","","","","","","-18.3",",0,22,","254",",,0,30,","109",",,0,21,","85.9",",,0,26,","10.0",",0,02,","2269.6","0","679.0",",0","273.3",",,,0","","","354",",,,0","-4.30",",0","-0.77",",,,0","-7.83",",,,0","","","","","135",",X","","","","","71.5",",X","",""
"USW00014755","1950-12","44.27018","-71.30336","1911.7","MOUNT WASHINGTON, NH US","","","0.0","0","0.0",",0","20",",0","12",",0","1",",0","27",",0","6",",0","8",",0","29",",0","25",",0","0",",0","0",",0","28","","","","","","-32.2",",0,25,","356",",,0,31,","132",",,0,29,","43.4",",,0,04,","4.4",",0,04,","3175.5","0","905.9",",0","131.6",",,,0","","","508",",,,0","-10.89",",0","-7.30",",,,0","-14.48",",,,0","","","","","270",",X","","","","","43.8",",X","",""
"USW00014755","1951-01","44.27018","-71.30336","1911.7","MOUNT WASHINGTON, NH US","","","0.0","0","0.0",",0","16",",0","9",",0","0",",0","31",",0","8",",0","15",",0","31",",0","27",",0","0",",0","0",",0","29","","","","","","-32.8",",0,30,","356",",,0,02,+","53",",,0,24,+","5.8",",,0,24,+","2.8",",0,21,+","4147.8","0","972.3",",0","45.8",",,,0","","","369",",,,0","-13.03",",0","-8.01",",,,0","-18.05",",,,0","","","","","293",",X","","","","","51.0",",X","",""
"USW00014755","1951-02","44.27018","-71.30336","1911.7","MOUNT WASHINGTON, NH US","","","0.0","0","0.0","2,0","15",",0","7",",0","0",",0","28",",0","7",",0","7","1,0","27","1,0","24","1,0","0","1,0","0","1,0","24","","","","","","-36.1","1,0,08,","406",",,0,24,","175",",,0,18,","18.0",",,0,18,","3.3","1,0,01,","4898.4","0","750.6","1,0","67.2",",,,0","","","522",",,,0","-10.41","2,0","-5.60","1,,,0","-15.23","1,,,0","","","","","158",",X","","","","","51.0",",X","",""
"USW00014755","1951-03","44.27018","-71.30336","1911.7","MOUNT WASHINGTON, NH US","","","0.0","0","0.0","2,0","23",",0","10",",0","1",",0","31",",0","9",",0","9","1,0","30","1,0","26","1,0","0","1,0","0","1,0","28","","","","","","-22.8","1,0,10,","584",",,0,19,+","305",",,0,14,","28.7",",,0,14,","1.7","1,0,29,","5713.6","0","815.2","1,0","114.2",",,,0","","","940",",,,0","-9.93","2,0","-6.29","1,,,0","-13.56","1,,,0","","","","","158",",X","","","","","49.6",",X","",""
"USW00014755","1951-04","44.27018","-71.30336","1911.7","MOUNT WASHINGTON, NH US","","","0.0","0","0.0","2,0","26",",0","12",",0","1",",0","30",",0","7",",0","0","1,0","29","1,0","18","1,0","0","1,0","0","1,0","28","","","","","","-11.7","1,0,21,","686",",,0,17,+","152",",,0,13,","37.6",",,0,03,","5.0","1,0,29,","6348.1","0","634.5","1,0","144.3",",,,0","","","748",",,,0","-4.34","2,0","-1.36","1,,,0","-7.32","1,,,0","","","","","270",",X","","","","","45.1",",X","",""
"USW00014755","1951-05","44.27018","-71.30336","1911.7","MOUNT WASHINGTON, NH US","","","0.0","0","0.0",",0","10",",0","5",",0","0",",0","18",",0","1",",0","0",",0","17",",0","11",",0","0",",0","0",",0","21","","","","","","-11.7",",0,04,","305",",,0,08,+","102",",,0,24,","15.5",",,0,27,","13.9",",0,26,","6869.9","0","521.8",",0","45.1",",,,0","","","107",",,,0","1.50",",0","4.85",",,,0","-1.85",",,,0","","","","","360",",X","","","","","38.0",",X","",""
"USW00014755","1951-06","44.27018","-71.30336","1911.7","MOUNT WASHINGTON, NH US","","","0.0","0","0.0",",0","18",",0","10",",0","0",",0","0",",0","0",",0","0",",0","7",",0","1",",0","0",",0","0",",0","27","","","","1","","-3.3",",0,07,","0",",T,0,07,","13",",,0,06,","14.2",",,0,25,","16.7",",0,20,","7233.6","0","363.7",",0","84.0",",,,0","","","16",",,,0","6.21",",0","9.26",",,,0","3.16",",,,0","","","","","293",",X","","","","","36.2",",X","",""
"USW00014755","1951-07","44.27018","-71.30336","1911.7","MOUNT WASHINGTON, NH US","","","0.0","0","0.0",",0","22",",0","19",",0","4",",0","0",",0","0",",0","0",",0","1",",0","0",",0","0",",0","0",",0","28","","","","4","","-0.6",",0,06,","0",",,0,31,+","0",",T,0,26,","54.4",",,0,12,","19.4",",0,11,","284.5","0","284.5",",0","259.8",",,,0","","","0",",T,,0","9.16",",0","12.27",",,,0","6.04",",,,0","","","","","270",",X","","","","","34.4",",X","",""
"USW00014755","1951-08","44.27018","-71.30336","1911.7","MOUNT WASHINGTON, NH US","","","0.0","0","0.0",",0","23",",0","19",",0","1",",0","0",",0","0",",0","0",",0","2",",0","0",",0","0",",0","0",",0","29","","","","4","","-1.7",",0,02,","0",",,0,31,+","0",",T,0,27,","28.2",",,0,21,","16.1",",0,11,","606.5","0","322.0",",0","200.4",",,,0","","","0",",T,,0","7.95",",0","10.91",",,,0","4.98",",,,0","","","","","270",",X","","","","","46.9",",X","",""
"USW00014755","1951-09","44.27018","-71.30336","1911.7","MOUNT WASHINGTON, NH US","","","0.0","0","0.0","2,0","16",",0","13",",0","2",",0","1",",0","1",",0","0","1,0","8","1,0","1","1,0","0","1,0","0","1,0","28","","","","1","","-11.1","1,0,26,","25",",,0,29,","43",",,0,29,","31.2",",,0,06,","17.2","1,0,13,","967.9","0","361.4","1,0","183.3",",,,0","","","69",",,,0","5.13","2,0","8.56","1,,,0","1.69","1,,,0","","","","","270",",X","","","","","45.1",",X","",""
"USW00014755","1951-10","44.27018","-71.30336","1911.7","MOUNT WASHINGTON, NH US","","","0.0","0","0.0",",0","12",",0","7",",0","1",",0","7",",0","2",",0","0",",0","20",",0","6",",0","0",",0","0",",0","26","","","","","","-14.4",",0,29,","102",",,0,29,","61",",,0,28,","25.4",",,0,08,","14.4",",0,05,","1504.6","0","536.7",",0","69.4",",,,0","","","100",",,,0","1.02",",0","4.70",",,,0","-2.66",",,,0","","","","","315","3,X","","","","","42.5","3,X","",""
"USW00014755","1951-11","44.27018","-71.30336","1911.7","MOUNT WASHINGTON, NH US","","","0.0","0","0.0",",0","20",",0","12",",0","1",",0","27",",0","6",",0","7",",0","30",",0","23",",0","0",",0","0",",0","29","","","","","","-25.0",",0,27,","127",",,0,30,+","97",",,0,03,","25.4",",,0,03,","7.2",",0,07,","2304.5","0","799.9",",0","97.4",",,,0","","","493",",,,0","-8.33",",0","-3.82",",,,0","-12.84",",,,0","","","","","203",",X","","","","","45.1",",X","",""
"USW00014755","1951-12","44.27018","-71.30336","1911.7","MOUNT WASHINGTON, NH US","","","0.0","0","0.0","2,0","24",",0","14",",0","0",",0","27",",0","11",",0","18","1,0","30","1,0","25","1,0","0","1,0","0","1,0","30","","","","","","-34.4","1,0,16,","381",",,0,31,","122",",,0,25,","13.5",",,0,25,","7.2","1,0,07,","3193.3","0","888.8","1,0","115.2",",,,0","","","765",",,,0","-12.48","2,0","-7.61","1,,,0","-17.34","1,,,0","","","","","315",",X","","","","","46.5",",X","",""
"USW00014755","1952-01","44.27018","-71.30336","1911.7","MOUNT WASHINGTON, NH US","","","0.0","0","0.0",",0","18",",0","8",",0","0",",0","31",",0","10",",0","15",",0","31",",0","30",",0","0",",0","0",",0","29","","","","","","-29.4",",0,24,","229",",,0,26,","127",",,0,18,","12.2",",,0,26,","2.2",",0,01,","4150.9","0","957.6",",0","63.5",",,,0","","","572",",,,0","-12.56",",0","-7.57",",,,0","-17.55",",,,0","","","","","315",",X","","","","","50.1",",X","",""
"USW00014755","1952-02","44.27018","-71.30336","1911.7","MOUNT WASHINGTON, NH US","","","0.0","0","0.0",",0","22",",0","10",",0","3",",0","29",",0","11",",0","15",",0","29",",0","27",",0","0",",0","0",",0","28","","","","","","-30.0",",0,13,","559",",,0,27,+","241",",,0,18,","49.0",",,0,17,","1.1",",0,04,+","5082.1","0","931.2",",0","156.6",",,,0","","","1111",",,,0","-13.78",",0","-9.89",",,,0","-17.67",",,,0","","","","","315",",X","","","","","54.1",",X","",""
