"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CLDD","CLDD_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"AYM00089001","1975-12","-70.3","-2.35","62.0","SANAE SAF BASE, AY","","","0","4,S","27","4,S","","","","","","","-11.0","4,S,30,+","","","","","","","","","","","-6.22","4,,,S"
"AYM00089001","1978-12","-70.3","-2.35","62.0","SANAE SAF BASE, AY","","","0","5,S","26","5,S","","","","","","","-17.0","5,S,06,","","","","","","","","","","","-8.42","5,,,S"
"AYM00089001","1979-12","-70.3","-2.35","62.0","SANAE SAF BASE, AY","","","0","5,S","26","5,S","","","","","","","-14.0","5,S,09,+","","","","","","","","","","","-8.54","5,,,S"
"AYM00089001","1983-11","-70.3","-2.35","62.0","SANAE SAF BASE, AY","0.0","5,S","8","4,S","26","4,S","27","3,S","0","3,S","0","3,S","-25.0","4,S,08,","-1.7","3,S,19,+","","","751.5","3,S","-11.51","5,S","-7.61","3,,,S","-15.41","4,,,S"
"AYM00089001","1984-08","-70.3","-2.35","62.0","SANAE SAF BASE, AY","","","","","","","26","5,S","0","5,S","0","5,S","","","-13.0","5,S,29,+","","","","","","","-26.24","5,,,S","",""
"AYM00089001","1984-12","-70.3","-2.35","62.0","SANAE SAF BASE, AY","0.0","2,S","1","2,S","29","2,S","27",",S","0",",S","0",",S","-18.3","2,S,04,","2.1",",S,20,","","","675.6",",S","-4.95","2,S","-1.32",",,,S","-8.58","2,,,S"
"AYM00089001","1985-09","-70.3","-2.35","62.0","SANAE SAF BASE, AY","","","23","5,S","25","5,S","26","4,S","0","4,S","0","4,S","-43.7","5,S,13,","-6.6","4,S,30,","","","","","-23.03","7,S","-16.74","4,,,S","-29.32","5,,,S"
"AYM00089001","1986-01","-70.3","-2.35","62.0","SANAE SAF BASE, AY","0.0","5,S","0","4,S","27","4,S","18","5,S","0","5,S","0","5,S","-15.9","4,S,26,","1.4","5,S,13,+","591.2","S","591.2","5,S","-4.34","5,S","-0.63","5,,,S","-8.04","4,,,S"
"AYM00089001","1987-11","-70.3","-2.35","62.0","SANAE SAF BASE, AY","","","","","","","26","4,S","0","4,S","0","4,S","","","-0.4","4,S,11,+","","","","","","","-5.56","4,,,S","",""
"AYM00089001","1987-12","-70.3","-2.35","62.0","SANAE SAF BASE, AY","","","","","","","24","5,S","0","5,S","0","5,S","","","1.3","5,S,11,+","","","","","","","-2.02","5,,,S","",""
"AYM00089001","1989-03","-70.3","-2.35","62.0","SANAE SAF BASE, AY","","","18","5,S","26","5,S","","","","","","","-34.8","5,S,28,","","","","","","","","","","","-21.55","5,,,S"
