"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES"
"GHM00065453","2018-01","6.6","0.467","158.0","HO, GH","0","4,S","27","4,S","26","4,S","36.5","4,S,12,","34.51","4,,,S"
"GHM00065453","2020-07","6.6","0.467","158.0","HO, GH","0","5,S","26","5,S","0","5,S","31.2","5,S,05,","29.09","5,,,S"
