"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES"
"USC00255155","1893-03","40.966667","-98.0","557.8","MARQUETTE, NE US","5",",6","3",",6","0",",6","","","2",",6","","","","","","","","","51",",,6,16,","17.8",",,6,08,","","","30.2",",,,6","89",",,,6","",""
"USC00255155","1893-04","40.966667","-98.0","557.8","MARQUETTE, NE US","3",",6","1",",6","0",",6","","","","","","","","","","","","","","","7.1",",,6,26,","","","11.1",",,,6","","","",""
"USC00255155","1893-05","40.966667","-98.0","557.8","MARQUETTE, NE US","8",",6","6",",6","1",",6","","","","","","","","","","","","","","","39.1",",,6,22,","","","85.1",",,,6","","","",""
"USC00255155","1893-08","40.966667","-98.0","557.8","MARQUETTE, NE US","6",",6","5",",6","0",",6","","","","","","","","","","","","","","","18.3",",,6,16,","","","59.8",",,,6","","","",""
"USC00255155","1893-09","40.966667","-98.0","557.8","MARQUETTE, NE US","2",",6","2",",6","1",",6","","","","","","","","","","","","","","","61.7",",,6,28,","","","64.2",",,,6","","","",""
"USC00255155","1893-10","40.966667","-98.0","557.8","MARQUETTE, NE US","2",",6","1",",6","0",",6","","","","","","","","","","","","","","","4.1",",,6,06,","","","5.6",",,,6","","","",""
"USC00255155","1893-11","40.966667","-98.0","557.8","MARQUETTE, NE US","3","1,6","2","1,6","0","1,6","","","2",",6","","","","","","","","","140",",,6,11,","14.0","1,,6,11,","","","19.6","1,,,6","191",",,,6","",""
"USC00255155","1894-01","40.966667","-98.0","557.8","MARQUETTE, NE US","","","","","","","","","4",",6","","","","","","","","","76",",,6,22,","","","","","","","203",",,,6","",""
"USC00255155","1894-02","40.966667","-98.0","557.8","MARQUETTE, NE US","","","","","","","","","3",",6","","","","","","","","","102",",,6,09,","","","","","","","165",",,,6","",""
"USC00255155","1894-03","40.966667","-98.0","557.8","MARQUETTE, NE US","5","2,6","1","2,6","0","2,6","","","0",",6","","","","","","","","","0",",T,6,23,+","8.9","2,,6,04,","","","12.1","2,,,6","0",",T,,6","",""
"USC00255155","1894-05","40.966667","-98.0","557.8","MARQUETTE, NE US","6",",6","3",",6","1",",6","","","","","","","","","","","","","","","31.8",",,6,10,","","","43.6",",,,6","","","",""
"USC00255155","1894-06","40.966667","-98.0","557.8","MARQUETTE, NE US","7",",6","6",",6","0",",6","","","","","","","","","","","","","","","22.6",",,6,05,","","","70.5",",,,6","","","",""
"USC00255155","1894-07","40.966667","-98.0","557.8","MARQUETTE, NE US","5",",6","3",",6","0",",6","","","","","","","","","","","","","","","15.5",",,6,04,","","","29.2",",,,6","","","",""
