"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","AWND","AWND_ATTRIBUTES","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYHF","DYHF_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","TSUN","TSUN_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES"
"USW00013878","1940-11","31.1522","-81.3908","4.9","BRUNSWICK MCKINNON AIRPORT, GA US","","","","","","","5",",Z","3",",Z","0",",Z","","","","","","","","","","","","","","","","","","","","","","","","","","","5.1",",,Z,14,","","","","","","","14.3",",,,Z","","","","","","","","","","","","","","","","","",""
"USW00013878","1940-12","31.1522","-81.3908","4.9","BRUNSWICK MCKINNON AIRPORT, GA US","","","","","","","7",",Z","5",",Z","2",",Z","","","","","","","","","","","","","","","","","","","","","","","","","","","72.4",",,Z,20,","","","","","","","148.2",",,,Z","","","","","","","","","","","","","","","","","",""
"USW00013878","1941-01","31.1522","-81.3908","4.9","BRUNSWICK MCKINNON AIRPORT, GA US","","","","","","","10",",Z","2",",Z","0",",Z","","","","","","","","","","","","","","","","","","","","","","","","","","","8.9",",,Z,07,","","","","","","","21.5",",,,Z","","","","","","","","","","","","","","","","","",""
"USW00013878","1941-02","31.1522","-81.3908","4.9","BRUNSWICK MCKINNON AIRPORT, GA US","","","","","","","7",",Z","4",",Z","1",",Z","","","","","","","","","","","","","","","","","","","","","","","","","","","30.5",",,Z,06,","","","","","","","64.0",",,,Z","","","","","","","","","","","","","","","","","",""
"USW00013878","1941-03","31.1522","-81.3908","4.9","BRUNSWICK MCKINNON AIRPORT, GA US","","","","","","","7",",Z","5",",Z","2",",Z","","","","","","","","","","","","","","","","","","","","","","","","","","","31.2",",,Z,21,","","","","","","","90.1",",,,Z","","","","","","","","","","","","","","","","","",""
"USW00013878","1941-04","31.1522","-81.3908","4.9","BRUNSWICK MCKINNON AIRPORT, GA US","","","","","","","8",",Z","3",",Z","1",",Z","","","","","","","","","","","","","","","","","","","","","","","","","","","39.9",",,Z,04,","","","","","","","73.2",",,,Z","","","","","","","","","","","","","","","","","",""
"USW00013878","1941-05","31.1522","-81.3908","4.9","BRUNSWICK MCKINNON AIRPORT, GA US","","","","","","","2",",Z","1",",Z","0",",Z","","","","","","","","","","","","","","","","","","","","","","","","","","","11.2",",,Z,07,","","","","","","","12.7",",,,Z","","","","","","","","","","","","","","","","","",""
"USW00013878","1941-06","31.1522","-81.3908","4.9","BRUNSWICK MCKINNON AIRPORT, GA US","","","","","","","16",",Z","10",",Z","3",",Z","","","","","","","","","","","","","","","","","","","","","","","","","","","36.1",",,Z,20,","","","","","","","163.5",",,,Z","","","","","","","","","","","","","","","","","",""
"USW00013878","1941-07","31.1522","-81.3908","4.9","BRUNSWICK MCKINNON AIRPORT, GA US","","","","","","","13",",Z","8",",Z","0",",Z","","","","","","","","","","","","","","","","","","","","","","","","","","","24.1",",,Z,08,","","","","","","","119.0",",,,Z","","","","","","","","","","","","","","","","","",""
"USW00013878","1941-08","31.1522","-81.3908","4.9","BRUNSWICK MCKINNON AIRPORT, GA US","","","","","","","12",",Z","7",",Z","2",",Z","","","","","","","","","","","","","","","","","","","","","","","","","","","66.0",",,Z,30,","","","","","","","198.7",",,,Z","","","","","","","","","","","","","","","","","",""
