"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"IN012040300","1901-06","19.833","75.8","519.0","JALNA, IN","9",",I","7",",I","3",",I","","","","","","","","","","","","","75.4",",,I,19,","","","190.7",",,,I","","","",""
"IN012040300","1901-07","19.833","75.8","519.0","JALNA, IN","16",",I","13",",I","0",",I","","","","","","","","","","","","","23.4",",,I,02,","","","119.7",",,,I","","","",""
"IN012040300","1901-08","19.833","75.8","519.0","JALNA, IN","27",",I","19",",I","4",",I","","","","","","","","","","","","","46.7",",,I,20,","","","264.1",",,,I","","","",""
"IN012040300","1901-09","19.833","75.8","519.0","JALNA, IN","8",",I","6",",I","0",",I","","","","","","","","","","","","","24.9",",,I,18,","","","73.5",",,,I","","","",""
"IN012040300","1901-10","19.833","75.8","519.0","JALNA, IN","4",",I","4",",I","2",",I","","","","","","","","","","","","","68.8",",,I,16,","","","130.8",",,,I","","","",""
"IN012040300","1901-11","19.833","75.8","519.0","JALNA, IN","0",",I","0",",I","0",",I","","","","","","","","","","","","","0.0",",,I,30,+","","","0.0",",,,I","","","",""
"IN012040300","1901-12","19.833","75.8","519.0","JALNA, IN","0",",I","0",",I","0",",I","","","","","","","","","","","","","0.0",",,I,31,+","","","0.0",",,,I","","","",""
"IN012040300","1902-01","19.833","75.8","519.0","JALNA, IN","2",",I","1",",I","0",",I","","","","","","","","","","","","","3.3",",,I,07,","","","4.8",",,,I","","","",""
"IN012040300","1902-02","19.833","75.8","519.0","JALNA, IN","0",",I","0",",I","0",",I","","","","","","","","","","","","","0.0",",,I,28,+","","","0.0",",,,I","","","",""
"IN012040300","1902-03","19.833","75.8","519.0","JALNA, IN","0",",I","0",",I","0",",I","","","","","","","","","","","","","0.0",",,I,31,+","","","0.0",",,,I","","","",""
"IN012040300","1902-04","19.833","75.8","519.0","JALNA, IN","1",",I","1",",I","0",",I","","","","","","","","","","","","","8.1",",,I,05,","","","8.1",",,,I","","","",""
