"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CLDD","CLDD_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"IDM00097876","1995-12","-6.1","140.3","16.0","TANAH MERAH, ID","","","","","","","0","5,S","26","5,S","15","5,S","","","34.2","5,S,07,","","","","","32.27","5,,,S","",""
"IDM00097876","1996-01","-6.1","140.3","16.0","TANAH MERAH, ID","","","0","5,S","0","5,S","","","","","","","21.4","5,S,01,","","","","","","","","","23.46","5,,,S"
"IDM00097876","1996-10","-6.1","140.3","16.0","TANAH MERAH, ID","","","0","5,S","0","5,S","","","","","","","20.1","5,S,03,","","","","","","","","","23.33","5,,,S"
"IDM00097876","1996-11","-6.1","140.3","16.0","TANAH MERAH, ID","","","0","5,S","0","5,S","","","","","","","21.2","5,S,21,+","","","","","","","","","23.31","5,,,S"
"IDM00097876","2001-05","-6.1","140.3","16.0","TANAH MERAH, ID","229.2","5,S","0","3,S","0","3,S","0","4,S","27","4,S","4","4,S","21.8","3,S,16,","33.2","4,S,04,+","0.0","4,S","27.14","5,S","30.82","4,,,S","23.46","3,,,S"
"IDM00097876","2006-04","-6.1","140.3","16.0","TANAH MERAH, ID","","","0","5,S","0","5,S","","","","","","","22.4","5,S,27,+","","","","","","","","","23.34","5,,,S"
"IDM00097876","2007-07","-6.1","140.3","16.0","TANAH MERAH, ID","","","","","","","0","4,S","27","4,S","0","4,S","","","29.2","4,S,27,+","","","","","27.94","4,,,S","",""
"IDM00097876","2007-10","-6.1","140.3","16.0","TANAH MERAH, ID","","","","","","","0","1,S","30","1,S","12","1,S","","","33.4","1,S,26,+","","","","","31.35","1,,,S","",""
"IDM00097876","2007-11","-6.1","140.3","16.0","TANAH MERAH, ID","","","","","","","0",",S","30",",S","14",",S","","","33.8",",S,25,","","","","","31.79",",,,S","",""
"IDM00097876","2007-12","-6.1","140.3","16.0","TANAH MERAH, ID","","","","","","","0","5,S","26","5,S","18","5,S","","","34.6","5,S,27,","","","","","32.62","5,,,S","",""
"IDM00097876","2008-01","-6.1","140.3","16.0","TANAH MERAH, ID","","","","","","","0","3,S","28","3,S","20","3,S","","","35.0","3,S,05,","","","","","32.56","3,,,S","",""
"IDM00097876","2008-02","-6.1","140.3","16.0","TANAH MERAH, ID","","","","","","","0","4,S","25","4,S","20","4,S","","","34.8","4,S,14,","","","","","32.91","4,,,S","",""
"IDM00097876","2008-04","-6.1","140.3","16.0","TANAH MERAH, ID","","","","","","","0","3,S","27","3,S","6","3,S","","","33.3","3,S,10,","","","","","31.35","3,,,S","",""
"IDM00097876","2008-05","-6.1","140.3","16.0","TANAH MERAH, ID","","","","","","","0","1,S","30","1,S","0","1,S","","","31.8","1,S,27,","","","","","29.20","1,,,S","",""
"IDM00097876","2008-06","-6.1","140.3","16.0","TANAH MERAH, ID","","","","","","","0",",S","30",",S","0",",S","","","30.4",",S,06,","","","","","28.71",",,,S","",""
"IDM00097876","2008-08","-6.1","140.3","16.0","TANAH MERAH, ID","","","","","","","0","4,S","27","4,S","0","4,S","","","31.6","4,S,30,","","","","","28.71","4,,,S","",""
"IDM00097876","2008-09","-6.1","140.3","16.0","TANAH MERAH, ID","","","","","","","0","4,S","26","4,S","2","4,S","","","32.4","4,S,24,","","","","","29.90","4,,,S","",""
"IDM00097876","2008-12","-6.1","140.3","16.0","TANAH MERAH, ID","","","0","4,S","0","4,S","0","5,S","26","5,S","14","5,S","22.6","4,S,11,","35.0","5,S,30,","","","27.83","7,S","32.08","5,,,S","23.59","4,,,S"
"IDM00097876","2009-04","-6.1","140.3","16.0","TANAH MERAH, ID","","","0","2,S","0","2,S","","","","","","","22.2","2,S,25,+","","","","","","","","","23.46","2,,,S"
"IDM00097876","2009-06","-6.1","140.3","16.0","TANAH MERAH, ID","","","","","","","0","5,S","25","5,S","0","5,S","","","31.4","5,S,16,","","","","","29.21","5,,,S","",""
"IDM00097876","2009-11","-6.1","140.3","16.0","TANAH MERAH, ID","235.4","5,S","0","4,S","0","4,S","0","3,S","27","3,S","13","3,S","22.4","4,S,27,","34.0","3,S,14,","0.0","3,S","27.76","5,S","31.80","3,,,S","23.72","4,,,S"
"IDM00097876","2009-12","-6.1","140.3","16.0","TANAH MERAH, ID","","","0","5,S","0","5,S","0","5,S","26","5,S","20","5,S","22.4","5,S,31,","35.0","5,S,14,","","","28.26","7,S","32.65","5,,,S","23.87","5,,,S"
"IDM00097876","2010-04","-6.1","140.3","16.0","TANAH MERAH, ID","261.5","3,S","0","2,S","0","2,S","0","3,S","27","3,S","14","3,S","23.0","2,S,07,","34.2","3,S,09,","0.0","3,S","28.02","3,S","31.98","3,,,S","24.05","2,,,S"
"IDM00097876","2010-05","-6.1","140.3","16.0","TANAH MERAH, ID","253.7","4,S","0","4,S","0","4,S","0","1,S","30","1,S","7","1,S","23.4","4,S,29,","32.8","1,S,02,","0.0","1,S","27.67","4,S","31.02","1,,,S","24.33","4,,,S"
"IDM00097876","2010-06","-6.1","140.3","16.0","TANAH MERAH, ID","232.8","4,S","0","4,S","0","4,S","0","1,S","29","1,S","0","1,S","22.4","4,S,04,","31.6","1,S,02,","0.0","1,S","27.24","4,S","30.19","1,,,S","24.28","4,,,S"
"IDM00097876","2010-08","-6.1","140.3","16.0","TANAH MERAH, ID","","","","","","","0","4,S","27","4,S","1","4,S","","","32.2","4,S,24,","","","","","29.87","4,,,S","",""
"IDM00097876","2010-11","-6.1","140.3","16.0","TANAH MERAH, ID","","","","","","","0","3,S","27","3,S","14","3,S","","","34.0","3,S,29,","","","","","32.11","3,,,S","",""
"IDM00097876","2011-01","-6.1","140.3","16.0","TANAH MERAH, ID","","","","","","","0","3,S","28","3,S","18","3,S","","","35.0","3,S,04,","","","","","32.42","3,,,S","",""
"IDM00097876","2011-02","-6.1","140.3","16.0","TANAH MERAH, ID","","","","","","","0","5,S","23","5,S","14","5,S","","","33.4","5,S,27,+","","","","","31.42","5,,,S","",""
"IDM00097876","2011-03","-6.1","140.3","16.0","TANAH MERAH, ID","","","","","","","0","3,S","28","3,S","16","3,S","","","34.6","3,S,11,+","","","","","31.91","3,,,S","",""
"IDM00097876","2011-05","-6.1","140.3","16.0","TANAH MERAH, ID","","","","","","","0","5,S","26","5,S","2","5,S","","","33.0","5,S,03,+","","","","","30.05","5,,,S","",""
"IDM00097876","2011-06","-6.1","140.3","16.0","TANAH MERAH, ID","","","","","","","0","4,S","26","4,S","0","4,S","","","30.8","4,S,09,","","","","","27.92","4,,,S","",""
"IDM00097876","2011-07","-6.1","140.3","16.0","TANAH MERAH, ID","","","","","","","0","4,S","27","4,S","0","4,S","","","29.6","4,S,31,","","","","","27.99","4,,,S","",""
"IDM00097876","2011-08","-6.1","140.3","16.0","TANAH MERAH, ID","","","","","","","0","3,S","28","3,S","0","3,S","","","31.4","3,S,11,","","","","","28.40","3,,,S","",""
"IDM00097876","2011-09","-6.1","140.3","16.0","TANAH MERAH, ID","","","","","","","0","5,S","25","5,S","0","5,S","","","31.4","5,S,28,","","","","","29.06","5,,,S","",""
"IDM00097876","2011-12","-6.1","140.3","16.0","TANAH MERAH, ID","","","","","","","0","4,S","27","4,S","14","4,S","","","34.8","4,S,26,","","","","","31.99","4,,,S","",""
"IDM00097876","2012-01","-6.1","140.3","16.0","TANAH MERAH, ID","","","","","","","0","5,S","26","5,S","14","5,S","","","35.2","5,S,28,","","","","","31.98","5,,,S","",""
"IDM00097876","2012-03","-6.1","140.3","16.0","TANAH MERAH, ID","","","","","","","0","3,S","28","3,S","11","3,S","","","34.4","3,S,27,","","","","","31.41","3,,,S","",""
"IDM00097876","2012-04","-6.1","140.3","16.0","TANAH MERAH, ID","","","","","","","0","2,S","28","2,S","15","2,S","","","34.2","2,S,16,+","","","","","31.79","2,,,S","",""
"IDM00097876","2012-05","-6.1","140.3","16.0","TANAH MERAH, ID","","","","","","","0","4,S","27","4,S","1","4,S","","","32.6","4,S,13,","","","","","30.30","4,,,S","",""
"IDM00097876","2012-09","-6.1","140.3","16.0","TANAH MERAH, ID","","","","","","","0","4,S","26","4,S","1","4,S","","","32.6","4,S,18,","","","","","29.85","4,,,S","",""
"IDM00097876","2012-10","-6.1","140.3","16.0","TANAH MERAH, ID","","","","","","","0","3,S","28","3,S","15","3,S","","","33.8","3,S,01,","","","","","31.79","3,,,S","",""
"IDM00097876","2012-11","-6.1","140.3","16.0","TANAH MERAH, ID","","","","","","","0","2,S","28","2,S","13","2,S","","","34.6","2,S,27,","","","","","31.84","2,,,S","",""
"IDM00097876","2012-12","-6.1","140.3","16.0","TANAH MERAH, ID","","","","","","","0","3,S","28","3,S","17","3,S","","","34.9","3,S,23,+","","","","","32.76","3,,,S","",""
"IDM00097876","2013-01","-6.1","140.3","16.0","TANAH MERAH, ID","","","","","","","0","1,S","30","1,S","21","1,S","","","33.8","1,S,11,","","","","","32.50","1,,,S","",""
"IDM00097876","2013-02","-6.1","140.3","16.0","TANAH MERAH, ID","","","","","","","0","4,S","24","4,S","9","4,S","","","33.7","4,S,08,","","","","","31.62","4,,,S","",""
"IDM00097876","2013-03","-6.1","140.3","16.0","TANAH MERAH, ID","","","","","","","0","1,S","30","1,S","19","1,S","","","34.8","1,S,31,","","","","","32.63","1,,,S","",""
"IDM00097876","2013-04","-6.1","140.3","16.0","TANAH MERAH, ID","","","","","","","0","2,S","28","2,S","11","2,S","","","33.8","2,S,09,","","","","","31.84","2,,,S","",""
"IDM00097876","2014-06","-6.1","140.3","16.0","TANAH MERAH, ID","","","","","","","0","2,S","28","2,S","0","2,S","","","31.6","2,S,13,","","","","","29.57","2,,,S","",""
"IDM00097876","2014-08","-6.1","140.3","16.0","TANAH MERAH, ID","","","","","","","0","3,S","28","3,S","0","3,S","","","30.2","3,S,06,","","","","","28.72","3,,,S","",""
"IDM00097876","2014-10","-6.1","140.3","16.0","TANAH MERAH, ID","","","","","","","0","1,S","30","1,S","11","1,S","","","34.7","1,S,12,","","","","","31.68","1,,,S","",""
"IDM00097876","2014-11","-6.1","140.3","16.0","TANAH MERAH, ID","","","","","","","0","3,S","27","3,S","15","3,S","","","34.0","3,S,28,","","","","","32.07","3,,,S","",""
"IDM00097876","2015-02","-6.1","140.3","16.0","TANAH MERAH, ID","","","","","","","0","5,S","23","5,S","10","5,S","","","35.0","5,S,20,","","","","","31.69","5,,,S","",""
"IDM00097876","2015-04","-6.1","140.3","16.0","TANAH MERAH, ID","","","","","","","0","4,S","26","4,S","10","4,S","","","34.2","4,S,02,","","","","","31.19","4,,,S","",""
"IDM00097876","2015-05","-6.1","140.3","16.0","TANAH MERAH, ID","","","","","","","0","2,S","29","2,S","1","2,S","","","32.2","2,S,18,","","","","","30.32","2,,,S","",""
"IDM00097876","2015-06","-6.1","140.3","16.0","TANAH MERAH, ID","","","","","","","0","2,S","28","2,S","1","2,S","","","32.2","2,S,01,","","","","","29.50","2,,,S","",""
"IDM00097876","2015-07","-6.1","140.3","16.0","TANAH MERAH, ID","","","","","","","0",",S","31",",S","1",",S","","","32.5",",S,10,","","","","","29.85",",,,S","",""
"IDM00097876","2015-08","-6.1","140.3","16.0","TANAH MERAH, ID","","","","","","","0","1,S","30","1,S","0","1,S","","","31.9","1,S,23,+","","","","","30.00","1,,,S","",""
"IDM00097876","2015-09","-6.1","140.3","16.0","TANAH MERAH, ID","","","","","","","0","1,S","29","1,S","20","1,S","","","35.2","1,S,22,","","","","","32.68","1,,,S","",""
"IDM00097876","2015-10","-6.1","140.3","16.0","TANAH MERAH, ID","","","","","","","0","4,S","27","4,S","21","4,S","","","37.1","4,S,22,","","","","","33.31","4,,,S","",""
"IDM00097876","2015-11","-6.1","140.3","16.0","TANAH MERAH, ID","","","","","","","0","1,S","29","1,S","23","1,S","","","35.6","1,S,25,","","","","","33.43","1,,,S","",""
"IDM00097876","2015-12","-6.1","140.3","16.0","TANAH MERAH, ID","","","","","","","0","4,S","27","4,S","20","4,S","","","36.0","4,S,27,","","","","","33.68","4,,,S","",""
"IDM00097876","2016-01","-6.1","140.3","16.0","TANAH MERAH, ID","","","","","","","0","5,S","26","5,S","22","5,S","","","36.4","5,S,15,","","","","","33.96","5,,,S","",""
"IDM00097876","2016-04","-6.1","140.3","16.0","TANAH MERAH, ID","","","","","","","0","1,S","29","1,S","16","1,S","","","34.3","1,S,30,+","","","","","32.43","1,,,S","",""
"IDM00097876","2016-05","-6.1","140.3","16.0","TANAH MERAH, ID","","","","","","","0","1,S","30","1,S","17","1,S","","","34.8","1,S,01,","","","","","31.90","1,,,S","",""
"IDM00097876","2016-06","-6.1","140.3","16.0","TANAH MERAH, ID","","","","","","","0","1,S","29","1,S","5","1,S","","","32.8","1,S,18,","","","","","30.42","1,,,S","",""
"IDM00097876","2016-07","-6.1","140.3","16.0","TANAH MERAH, ID","","","","","","","0","3,S","28","3,S","0","3,S","","","31.9","3,S,11,","","","","","29.76","3,,,S","",""
"IDM00097876","2016-08","-6.1","140.3","16.0","TANAH MERAH, ID","","","","","","","0","3,S","28","3,S","3","3,S","","","35.5","3,S,25,","","","","","30.00","3,,,S","",""
"IDM00097876","2016-09","-6.1","140.3","16.0","TANAH MERAH, ID","","","","","","","0","3,S","27","3,S","9","3,S","","","34.5","3,S,25,","","","","","31.40","3,,,S","",""
"IDM00097876","2016-11","-6.1","140.3","16.0","TANAH MERAH, ID","","","","","","","0","2,S","28","2,S","20","2,S","","","35.2","2,S,27,","","","","","32.69","2,,,S","",""
"IDM00097876","2016-12","-6.1","140.3","16.0","TANAH MERAH, ID","","","","","","","0","1,S","30","1,S","20","1,S","","","34.7","1,S,01,","","","","","32.36","1,,,S","",""
