"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USC00123778","1970-01","40.46667","-85.36667","280.1","HARTFORD CITY 1 N, IN US","","","","","","","","","28","1,6","","","","","","","","","","","","","","","","","203","1,,6,15,+","","","","","","","","","","","","","","","","","",""
"USC00123778","1970-09","40.46667","-85.36667","280.1","HARTFORD CITY 1 N, IN US","","","8","3,6","6","3,6","1","3,6","","","","","","","","","","","","","","","","","","","","","","","28.4","3,,6,27,","","","","","67.9","3,,,6","","","","","","","",""
"USC00123778","1970-10","40.46667","-85.36667","280.1","HARTFORD CITY 1 N, IN US","","","9",",6","8",",6","0",",6","","","","","","","","","","","","","","","","","","","","","","","16.8",",,6,14,","","","","","68.5",",,,6","","","","","","","",""
"USC00123778","1970-11","40.46667","-85.36667","280.1","HARTFORD CITY 1 N, IN US","","","11",",6","6",",6","0",",6","","","","","","","","","","","","","","","","","","","","","","","11.2",",,6,20,","","","","","44.2",",,,6","","","","","","","",""
"USC00123778","1970-12","40.46667","-85.36667","280.1","HARTFORD CITY 1 N, IN US","","","5",",6","4",",6","0",",6","","","","","","","","","","","","","","","","","","","","","","","14.2",",,6,22,","","","","","37.1",",,,6","","","","","","","",""
"USC00123778","1971-01","40.46667","-85.36667","280.1","HARTFORD CITY 1 N, IN US","","","4","2,6","3","2,6","0","2,6","","","","","","","","","","","","","","","","","","","","","","","22.1","2,,6,04,","","","","","31.2","2,,,6","","","","","","","",""
"USC00123778","1971-02","40.46667","-85.36667","280.1","HARTFORD CITY 1 N, IN US","","","10",",6","6",",6","0",",6","10",",6","1",",6","","","","","","","","","","","","","","","102",",,6,15,+","102",",,6,13,","22.1",",,6,22,","","","","","94.9",",,,6","128",",,,6","","","","","",""
"USC00123778","1971-03","40.46667","-85.36667","280.1","HARTFORD CITY 1 N, IN US","","","9","1,6","5","1,6","0","1,6","","","","","","","","","","","","","","","","","","","","","","","16.5","1,,6,07,","","","","","43.0","1,,,6","","","","","","","",""
"USC00123778","1971-04","40.46667","-85.36667","280.1","HARTFORD CITY 1 N, IN US","","","5",",6","3",",6","0",",6","","","","","","","","","","","","","","","","","","","","","","","15.7",",,6,14,","","","","","36.6",",,,6","","","","","","","",""
"USC00123778","1971-05","40.46667","-85.36667","280.1","HARTFORD CITY 1 N, IN US","","","9",",6","6",",6","1",",6","","","","","","","","","","","","","","","","","","","","","","","36.1",",,6,08,","","","","","99.9",",,,6","","","","","","","",""
"USC00123778","1971-06","40.46667","-85.36667","280.1","HARTFORD CITY 1 N, IN US","","","8","4,6","5","4,6","0","4,6","","","","","","","","","","","","","","","","","","","","","","","21.3","4,,6,02,","","","","","65.7","4,,,6","","","","","","","",""
"USC00123778","1971-07","40.46667","-85.36667","280.1","HARTFORD CITY 1 N, IN US","","","9",",6","8",",6","1",",6","","","","","","","","","","","","","","","","","","","","","","","26.2",",,6,11,","","","","","84.7",",,,6","","","","","","","",""
"USC00123778","1971-08","40.46667","-85.36667","280.1","HARTFORD CITY 1 N, IN US","","","7",",6","4",",6","0",",6","","","","","","","","","","","","","","","","","","","","","","","13.7",",,6,23,","","","","","45.5",",,,6","","","","","","","",""
"USC00123778","1971-09","40.46667","-85.36667","280.1","HARTFORD CITY 1 N, IN US","","","12","2,6","10","2,6","1","2,6","","","","","","","","","","","","","","","","","","","","","","","35.8","2,,6,07,","","","","","123.6","2,,,6","","","","","","","",""
"USC00123778","1971-10","40.46667","-85.36667","280.1","HARTFORD CITY 1 N, IN US","","","6",",6","6",",6","0",",6","","","","","","","","","","","","","","","","","","","","","","","15.7",",,6,22,","","","","","53.0",",,,6","","","","","","","",""
"USC00123778","1971-11","40.46667","-85.36667","280.1","HARTFORD CITY 1 N, IN US","","","8",",6","6",",6","0",",6","","","","","","","","","","","","","","","","","","","","","","","6.6",",,6,27,","","","","","30.8",",,,6","","","","","","","",""
"USC00123778","1971-12","40.46667","-85.36667","280.1","HARTFORD CITY 1 N, IN US","","","12",",6","10",",6","2",",6","","","","","","","","","","","","","","","","","","","","","","","29.5",",,6,14,","","","","","145.4",",,,6","","","","","","","",""
"USC00123778","1972-01","40.46667","-85.36667","280.1","HARTFORD CITY 1 N, IN US","","","8",",6","5",",6","0",",6","","","","","","","","","","","","","","","","","","","","","","","9.1",",,6,22,","","","","","41.4",",,,6","","","","","","","",""
"USC00123778","1972-02","40.46667","-85.36667","280.1","HARTFORD CITY 1 N, IN US","","","7",",6","3",",6","0",",6","14",",6","2","4,6","","","","","","","","","","","","","","","51",",,6,08,+","25","4,,6,24,+","3.8",",,6,03,","","","","","16.8",",,,6","91","4,,,6","","","","","",""
"USC00123778","1972-03","40.46667","-85.36667","280.1","HARTFORD CITY 1 N, IN US","","","10","1,6","8","1,6","0","1,6","0","1,6","0","1,6","","","","","","","","","","","","","","","0","1,T,6,26,+","0","1,T,6,26,+","19.8","1,,6,02,","","","","","73.3","1,,,6","0","1,T,,6","","","","","",""
"USC00123778","1972-05","40.46667","-85.36667","280.1","HARTFORD CITY 1 N, IN US","","","9",",6","7",",6","1",",6","","","","","","","","","","","","","","","","","","","","","","","35.1",",,6,30,","","","","","103.3",",,,6","","","","","","","",""
"USC00123778","1972-06","40.46667","-85.36667","280.1","HARTFORD CITY 1 N, IN US","","","9",",6","8",",6","1",",6","","","","","","","","","","","","","","","","","","","","","","","59.2",",,6,14,","","","","","137.9",",,,6","","","","","","","",""
"USC00123778","1972-07","40.46667","-85.36667","280.1","HARTFORD CITY 1 N, IN US","","","8",",6","7",",6","1",",6","","","","","","","","","","","","","","","","","","","","","","","39.9",",,6,03,","","","","","93.1",",,,6","","","","","","","",""
"USC00123778","1972-08","40.46667","-85.36667","280.1","HARTFORD CITY 1 N, IN US","","","4","3,6","3","3,6","0","3,6","","","","","","","","","","","","","","","","","","","","","","","14.0","3,,6,03,","","","","","31.2","3,,,6","","","","","","","",""
"USC00123778","1972-09","40.46667","-85.36667","280.1","HARTFORD CITY 1 N, IN US","","","15",",6","13",",6","2",",6","","","","","","","","","","","","","","","","","","","","","","","52.8",",,6,12,","","","","","233.4",",,,6","","","","","","","",""
"USC00123778","1972-10","40.46667","-85.36667","280.1","HARTFORD CITY 1 N, IN US","","","5",",6","5",",6","0",",6","","","","","","","","","","","","","","","","","","","","","","","13.2",",,6,12,","","","","","40.3",",,,6","","","","","","","",""
"USC00123778","1972-11","40.46667","-85.36667","280.1","HARTFORD CITY 1 N, IN US","","","9",",6","6",",6","2",",6","","","","","","","","","","","","","","","","","","","","","","","41.7",",,6,14,","","","","","116.9",",,,6","","","","","","","",""
