"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","AWND","AWND_ATTRIBUTES","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USS0015E09S","1981-10","44.05","-115.44","2154.9","JACKSON PEAK, ID US","","","","","","","12",",T","12",",T","0",",T","","","","","","","","","","","","","","","","","15.2",",,T,07,","","","","","","","75.9",",,,T","","","","","",""
"USS0015E09S","1981-11","44.05","-115.44","2154.9","JACKSON PEAK, ID US","","","","","","","13",",T","13",",T","3",",T","","","","","","","","","","","","","","","","","45.7",",,T,15,","","","","","","","208.3",",,,T","","","","","",""
"USS0015E09S","1981-12","44.05","-115.44","2154.9","JACKSON PEAK, ID US","","","","","","","20",",T","20",",T","2",",T","","","","","","","","","","","","","","","","","55.9",",,T,19,","","","","","","","274.3",",,,T","","","","","",""
"USS0015E09S","1982-01","44.05","-115.44","2154.9","JACKSON PEAK, ID US","","","","","","","18",",T","18",",T","2",",T","","","","","","","","","","","","","","","","","27.9",",,T,03,","","","","","","","220.9",",,,T","","","","","",""
"USS0015E09S","1982-02","44.05","-115.44","2154.9","JACKSON PEAK, ID US","","","","","","","16",",T","16",",T","3",",T","","","","","","","","","","","","","","","","","45.7",",,T,13,","","","","","","","195.5",",,,T","","","","","",""
"USS0015E09S","1982-03","44.05","-115.44","2154.9","JACKSON PEAK, ID US","","","","","","","22",",T","22",",T","0",",T","","","","","","","","","","","","","","","","","22.9",",,T,31,","","","","","","","195.3",",,,T","","","","","",""
"USS0015E09S","1982-04","44.05","-115.44","2154.9","JACKSON PEAK, ID US","","","","","","","17",",T","17",",T","2",",T","","","","","","","","","","","","","","","","","33.0",",,T,11,+","","","","","","","169.9",",,,T","","","","","",""
"USS0015E09S","1982-05","44.05","-115.44","2154.9","JACKSON PEAK, ID US","","","","","","","10",",T","10",",T","0",",T","","","","","","","","","","","","","","","","","7.6",",,T,18,+","","","","","","","43.0",",,,T","","","","","",""
"USS0015E09S","1982-06","44.05","-115.44","2154.9","JACKSON PEAK, ID US","","","","","","","13",",T","13",",T","0",",T","","","","","","","","","","","","","","","","","12.7",",,T,22,","","","","","","","63.4",",,,T","","","","","",""
"USS0015E09S","1982-07","44.05","-115.44","2154.9","JACKSON PEAK, ID US","","","","","","","9",",T","9",",T","0",",T","","","","","","","","","","","","","","","","","20.3",",,T,02,","","","","","","","76.1",",,,T","","","","","",""
"USS0015E09S","1982-08","44.05","-115.44","2154.9","JACKSON PEAK, ID US","","","","","","","2",",T","2",",T","1",",T","","","","","","","","","","","","","","","","","27.9",",,T,29,","","","","","","","38.1",",,,T","","","","","",""
"USS0015E09S","1982-09","44.05","-115.44","2154.9","JACKSON PEAK, ID US","","","","","","","11",",T","11",",T","0",",T","","","","","","","","","","","","","","","","","20.3",",,T,19,","","","","","","","83.6",",,,T","","","","","",""
