"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","AWND","AWND_ATTRIBUTES","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYHF","DYHF_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USW00014761","1973-01","40.9","-78.08333","591.9","PHILIPSBURG MID STATE AIRPORT, PA US","","","0.0","0","0.0",",0","11",",0","5",",0","0",",0","7",",0","2",",0","0",",0","27",",0","14",",0","0",",0","0",",0","10","","4","","1","","-16.7",",0,09,+","76",",,0,04,","79",",,0,03,","21.6",",,0,22,","15.6",",0,18,","2335.0","0","660.8",",0","57.0",",,,0","135",",,,0","-2.98",",0","1.61",",,,0","-7.58",",,,0"
"USW00014761","1973-02","40.9","-78.08333","591.9","PHILIPSBURG MID STATE AIRPORT, PA US","","","0.0","0","0.0",",0","11",",0","6",",0","1",",0","22",",0","4",",0","8",",0","28",",0","14",",0","0",",0","0",",0","13","","5","","1","","-25.0",",0,12,","152",",,0,18,+","112",",,0,14,","42.4",",,0,02,","9.4",",0,02,","3004.0","0","669.0",",0","74.5",",,,0","334",",,,0","-5.56",",0","0.14",",,,0","-11.26",",,,0"
"USW00014761","1973-03","40.9","-78.08333","591.9","PHILIPSBURG MID STATE AIRPORT, PA US","","","0.0","0","0.0",",0","14",",0","8",",0","0",",0","4",",0","0",",0","0",",0","18",",0","3",",0","0",",0","0",",0","19","","15","","","","-9.4",",0,24,","25",",,0,19,+","18",",,0,18,","13.2",",,0,14,","18.3",",0,15,","3441.9","0","437.9",",0","53.3",",,,0","28",",,,0","4.21",",0","9.33",",,,0","-0.91",",,,0"
"USW00014761","1973-04","40.9","-78.08333","591.9","PHILIPSBURG MID STATE AIRPORT, PA US","","","1.7","0","1.7",",0","17",",0","10",",0","0",",0","2",",0","1",",0","0",",0","12",",0","0",",0","5",",0","0",",0","15","","3","","","","-7.2",",0,12,","102",",,0,10,","109",",,0,10,","20.1",",,0,04,","25.0",",0,22,","3765.2","0","323.3",",0","112.7",",,,0","109",",,,0","7.61",",0","12.37",",,,0","2.85",",,,0"
"USW00014761","1973-05","40.9","-78.08333","591.9","PHILIPSBURG MID STATE AIRPORT, PA US","","","3.1","0","1.4",",0","21",",0","12",",0","0",",0","0",",0","0",",0","0",",0","4",",0","0",",0","7",",0","0",",0","21","","6","","5","","-4.4",",0,19,","0",",,0,31,+","0",",T,0,17,+","22.6",",,0,08,","25.0",",0,28,","3981.1","0","215.9",",0","113.9",",,,0","0",",T,,0","11.41",",0","16.52",",,,0","6.31",",,,0"
"USW00014761","1973-06","40.9","-78.08333","591.9","PHILIPSBURG MID STATE AIRPORT, PA US","","","59.1","0","56.0",",0","12",",0","11",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","27",",0","0",",0","25","","7","","8","","4.4",",0,15,","0",",,0,30,+","0",",,0,30,+","41.9",",,0,21,","30.6",",0,11,+","3996.6","0","15.5",",0","150.7",",,,0","0",",,,0","19.68",",0","25.77",",,,0","13.59",",,,0"
"USW00014761","1973-07","40.9","-78.08333","591.9","PHILIPSBURG MID STATE AIRPORT, PA US","","","135.3","0","76.2",",0","11",",0","6",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","0",",0","28","","4","","6","","7.2",",0,06,","0",",,0,31,+","0",",,0,31,+","44.7",",,0,21,","31.1",",0,09,","4.4","0","4.4",",0","135.9",",,,0","0",",,,0","20.65",",0","27.05",",,,0","14.25",",,,0"
"USW00014761","1973-08","40.9","-78.08333","591.9","PHILIPSBURG MID STATE AIRPORT, PA US","","","232.9","0","97.6",",0","10",",0","8",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","29",",0","3",",0","29","","2","","6","","1.1",",0,23,","0",",,0,31,+","0",",,0,31,+","19.1",",,0,18,","32.8",",0,30,+","17.1","0","12.7",",0","67.8",",,,0","0",",,,0","21.07",",0","26.94",",,,0","15.20",",,,0"
"USW00014761","1973-09","40.9","-78.08333","591.9","PHILIPSBURG MID STATE AIRPORT, PA US","","","261.1","0","28.2",",0","9",",0","8",",0","0",",0","0",",0","0",",0","0",",0","3",",0","0",",0","17",",0","0",",0","27","","5","","6","","-1.1",",0,13,","0",",,0,30,+","0",",,0,30,+","24.6",",,0,14,","31.7",",0,01,","133.4","0","116.3",",0","102.6",",,,0","0",",,,0","15.40",",0","22.02",",,,0","8.77",",,,0"
"USW00014761","1973-10","40.9","-78.08333","591.9","PHILIPSBURG MID STATE AIRPORT, PA US","","","261.1","0","0.0",",0","11",",0","6",",0","1",",0","0",",0","0",",0","0",",0","8",",0","0",",0","5",",0","0",",0","20","","6","","2","","-3.9",",0,22,","0",",,0,31,+","0",",,0,31,+","59.9",",,0,29,","23.9",",0,04,","390.4","0","257.0",",0","95.7",",,,0","0",",,,0","10.04",",0","16.05",",,,0","4.04",",,,0"
"USW00014761","1973-11","40.9","-78.08333","591.9","PHILIPSBURG MID STATE AIRPORT, PA US","","","261.1","0","0.0",",0","16",",0","7",",0","0",",0","4",",0","2",",0","0",",0","20",",0","4",",0","0",",0","0",",0","16","","4","","1","","-8.3",",0,18,","51",",,0,17,","51",",,0,16,","17.8",",,0,25,","18.3",",0,15,","847.3","0","456.9",",0","87.7",",,,0","94",",,,0","3.10",",0","7.39",",,,0","-1.18",",,,0"
"USW00014761","1973-12","40.9","-78.08333","591.9","PHILIPSBURG MID STATE AIRPORT, PA US","","","261.1","0","0.0",",0","14",",0","10",",0","1",",0","17",",0","5",",0","0",",0","28",",0","13",",0","0",",0","0",",0","17","","6","","","","-15.6",",0,18,","203",",,0,18,","201",",,0,17,","25.9",",,0,09,","15.6",",0,04,+","1489.3","0","642.0",",0","107.3",",,,0","406",",,,0","-2.38",",0","1.54",",,,0","-6.30",",,,0"
"USW00014761","1974-01","40.9","-78.08333","591.9","PHILIPSBURG MID STATE AIRPORT, PA US","","","0.0","0","0.0",",0","14",",0","8",",0","0",",0","13",",0","3",",0","3",",0","26",",0","13",",0","0",",0","0",",0","23","","10","","","","-21.1",",0,05,","229",",,0,11,+","137",",,0,09,","12.2",",,0,21,+","14.4",",0,27,","2133.0","0","643.7",",0","76.5",",,,0","346",",,,0","-2.43",",0","2.19",",,,0","-7.05",",,,0"
"USW00014761","1974-02","40.9","-78.08333","591.9","PHILIPSBURG MID STATE AIRPORT, PA US","","","0.0","0","0.0",",0","11",",0","3",",0","0",",0","9",",0","4",",0","1",",0","27",",0","17",",0","0",",0","0",",0","14","","4","","","","-18.3",",0,05,","51",",,0,12,+","41",",,0,06,","18.5",",,0,22,","12.8",",0,22,","2787.1","0","654.1",",0","37.2",",,,0","155",",,,0","-5.03",",0","0.00",",,,0","-10.06",",,,0"
"USW00014761","1974-03","40.9","-78.08333","591.9","PHILIPSBURG MID STATE AIRPORT, PA US","","","0.0","0","0.0",",0","13",",0","9",",0","2",",0","2",",0","3",",0","0",",0","28",",0","4",",0","0",",0","0",",0","14","","3","","4","","-13.3",",0,25,","152",",,0,31,","112",",,0,30,","38.9",",,0,30,","20.0",",0,04,","3323.9","0","536.8",",0","121.4",",,,0","176",",,,0","1.02",",0","6.27",",,,0","-4.24",",,,0"
"USW00014761","1974-04","40.9","-78.08333","591.9","PHILIPSBURG MID STATE AIRPORT, PA US","","","4.4","0","4.4",",0","12",",0","7",",0","0",",0","4",",0","2",",0","0",",0","17",",0","1",",0","6",",0","0",",0","11","","1","","4","","-7.8",",0,20,","127",",,0,01,","64",",,0,09,","10.9",",,0,22,+","26.7",",0,28,","3633.5","0","309.6",",0","60.9",",,,0","89",",,,0","8.16",",0","14.88",",,,0","1.44",",,,0"
"USW00014761","1974-05","40.9","-78.08333","591.9","PHILIPSBURG MID STATE AIRPORT, PA US","","","12.5","0","8.1",",0","12",",0","8",",0","1",",0","0",",0","0",",0","0",",0","6",",0","0",",0","12",",0","0",",0","13","","5","","2","","-6.7",",0,08,","0",",,0,31,+","0",",T,0,07,","50.3",",,0,12,","28.3",",0,14,","3844.4","0","210.9",",0","107.5",",,,0","0",",T,,0","11.79",",0","18.51",",,,0","5.07",",,,0"
"USW00014761","1974-06","40.9","-78.08333","591.9","PHILIPSBURG MID STATE AIRPORT, PA US","","","30.6","0","18.1",",0","11",",0","9",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","21",",0","0",",0","23","","5","","7","","1.7",",0,13,","0",",,0,30,+","0",",,0,30,+","51.6",",,0,15,","30.0",",0,10,+","3916.3","0","71.9",",0","151.1",",,,0","0",",,,0","16.54",",0","22.49",",,,0","10.59",",,,0"
"USW00014761","1974-07","40.9","-78.08333","591.9","PHILIPSBURG MID STATE AIRPORT, PA US","","","105.9","0","75.3",",0","11",",0","8",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","29",",0","2",",0","22","","3","","7","","3.3",",0,21,","0",",,0,31,+","0",",,0,31,+","29.5",",,0,29,","33.3",",0,08,+","23.3","0","23.3",",0","111.8",",,,0","0",",,,0","20.01",",0","26.66",",,,0","13.35",",,,0"
"USW00014761","1974-08","40.9","-78.08333","591.9","PHILIPSBURG MID STATE AIRPORT, PA US","","","137.8","0","31.9",",0","12",",0","9",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","0",",0","28","","10","","7","","6.7",",0,25,","0",",,0,31,+","0",",,0,31,+","20.1",",,0,29,","28.9",",0,13,","35.0","0","11.7",",0","104.7",",,,0","0",",,,0","18.99",",0","24.85",",,,0","13.12",",,,0"
"USW00014761","1974-09","40.9","-78.08333","591.9","PHILIPSBURG MID STATE AIRPORT, PA US","","","142.9","0","5.1",",0","11",",0","7",",0","2",",0","0",",0","0",",0","0",",0","3",",0","0",",0","12",",0","0",",0","24","","13","","4","","-5.6",",0,24,","0",",,0,30,+","0",",,0,30,+","38.6",",,0,01,","26.7",",0,13,+","202.0","0","167.0",",0","130.7",",,,0","0",",,,0","12.94",",0","19.09",",,,0","6.78",",,,0"
"USW00014761","1974-10","40.9","-78.08333","591.9","PHILIPSBURG MID STATE AIRPORT, PA US","","","142.9","0","0.0",",0","4",",0","3",",0","0",",0","0",",0","0",",0","0",",0","15",",0","0",",0","4",",0","0",",0","10","","4","","","","-8.9",",0,19,+","0",",,0,31,+","0",",T,0,21,+","22.1",",,0,16,","25.0",",0,06,","542.3","0","340.3",",0","30.2",",,,0","0",",T,,0","7.36",",0","14.05",",,,0","0.67",",,,0"
"USW00014761","1974-11","40.9","-78.08333","591.9","PHILIPSBURG MID STATE AIRPORT, PA US","","","142.9","0","0.0",",0","13",",0","8",",0","1",",0","1",",0","1",",0","0",",0","18",",0","5",",0","1",",0","0",",0","17","","4","","","","-14.4",",0,30,","25",",,0,22,","25",",,0,21,","26.9",",,0,12,","22.2",",0,01,","983.9","0","441.6",",0","67.0",",,,0","25",",,,0","3.61",",0","8.01",",,,0","-0.79",",,,0"
"USW00014761","1974-12","40.9","-78.08333","591.9","PHILIPSBURG MID STATE AIRPORT, PA US","","","142.9","0","0.0",",0","18",",0","9",",0","0",",0","27",",0","6",",0","0",",0","28",",0","10",",0","0",",0","0",",0","23","","9","","","","-15.0",",0,06,","229",",,0,17,","185",",,0,16,","22.9",",,0,02,","8.9",",0,08,","1616.1","0","632.2",",0","108.9",",,,0","545",",,,0","-2.06",",0","1.60",",,,0","-5.72",",,,0"
"USW00014761","1975-01","40.9","-78.08333","591.9","PHILIPSBURG MID STATE AIRPORT, PA US","","","0.0","0","0.0",",0","15",",0","7",",0","0",",0","23",",0","4",",0","2",",0","29",",0","15",",0","0",",0","0",",0","24","","5","","","","-27.2",",0,21,","203",",,0,14,+","213",",,0,12,","17.8",",,0,12,","15.0",",0,29,","2291.4","0","675.3",",0","64.4",",,,0","437",",,,0","-3.45",",0","1.29",",,,0","-8.19",",,,0"
"USW00014761","1975-02","40.9","-78.08333","591.9","PHILIPSBURG MID STATE AIRPORT, PA US","","","0.0","0","0.0",",0","15",",0","8",",0","0",",0","26",",0","4",",0","2",",0","24",",0","15",",0","0",",0","0",",0","16","","7","","1","","-28.9",",0,10,","229",",,0,15,+","137",",,0,12,","22.1",",,0,23,","12.8",",0,24,","2904.0","0","612.6",",0","82.5",",,,0","411",",,,0","-3.54",",0","0.99",",,,0","-8.08",",,,0"
"USW00014761","1975-03","40.9","-78.08333","591.9","PHILIPSBURG MID STATE AIRPORT, PA US","","","0.0","0","0.0",",0","16",",0","8",",0","1",",0","11",",0","2",",0","0",",0","28",",0","9",",0","0",",0","0",",0","17","","4","","","","-14.4",",0,09,","76",",,0,15,","76",",,0,14,","34.0",",,0,19,","11.7",",0,23,","3487.2","0","583.2",",0","88.7",",,,0","134",",,,0","-0.48",",0","4.08",",,,0","-5.04",",,,0"
"USW00014761","1975-04","40.9","-78.08333","591.9","PHILIPSBURG MID STATE AIRPORT, PA US","","","0.0","0","0.0",",0","10",",0","6",",0","0",",0","0",",0","0",",0","0",",0","21",",0","2",",0","0",",0","0",",0","14","","2","","1","","-12.2",",0,14,+","0",",T,0,16,+","3",",,0,04,+","16.0",",,0,03,","15.0",",0,23,+","3939.7","0","452.5",",0","50.7",",,,0","6",",,,0","3.25",",0","8.74",",,,0","-2.24",",,,0"
"USW00014761","1975-05","40.9","-78.08333","591.9","PHILIPSBURG MID STATE AIRPORT, PA US","","","5.6","0","5.6",",0","15",",0","12",",0","0",",0","0",",0","0",",0","0",",0","1",",0","0",",0","16",",0","0",",0","22","","7","","6","","-3.3",",0,08,","0",",,0,31,+","0",",,0,31,+","19.3",",,0,15,","26.7",",0,23,+","4093.0","0","153.3",",0","117.1",",,,0","0",",,,0","13.57",",0","20.13",",,,0","7.01",",,,0"
"USW00014761","1975-06","40.9","-78.08333","591.9","PHILIPSBURG MID STATE AIRPORT, PA US","","","22.1","0","16.5",",0","13",",0","9",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","16",",0","0",",0","24","","7","","5","","4.4",",0,10,","0",",,0,30,+","0",",,0,30,+","31.5",",,0,26,","27.2",",0,23,+","4183.4","0","90.4",",0","135.3",",,,0","0",",,,0","15.87",",0","21.02",",,,0","10.72",",,,0"
"USW00014761","1975-07","40.9","-78.08333","591.9","PHILIPSBURG MID STATE AIRPORT, PA US","","","64.0","0","41.9",",0","8",",0","5",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","0",",0","25","","6","","7","","6.1",",0,27,","0",",,0,31,+","0",",,0,31,+","38.4",",,0,14,","30.0",",0,31,","20.9","0","20.9",",0","115.3",",,,0","0",",,,0","19.01",",0","25.41",",,,0","12.61",",,,0"
"USW00014761","1975-08","40.9","-78.08333","591.9","PHILIPSBURG MID STATE AIRPORT, PA US","","","120.3","0","56.3",",0","13",",0","8",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","26",",0","2",",0","25","","6","","5","","6.1",",0,08,","0",",,0,31,+","0",",,0,31,+","23.1",",,0,13,","32.2",",0,02,+","48.6","0","27.7",",0","106.5",",,,0","0",",,,0","19.25",",0","25.18",",,,0","13.33",",,,0"
"USW00014761","1975-09","40.9","-78.08333","591.9","PHILIPSBURG MID STATE AIRPORT, PA US","","","120.6","0","0.3",",0","14",",0","12",",0","1",",0","0",",0","0",",0","0",",0","3",",0","0",",0","9",",0","0",",0","23","","5","","2","","-1.7",",0,14,","0",",,0,30,+","0",",,0,30,+","91.7",",,0,25,","25.0",",0,08,","209.0","0","160.4",",0","208.2",",,,0","0",",,,0","13.00",",0","18.28",",,,0","7.72",",,,0"
"USW00014761","1975-10","40.9","-78.08333","591.9","PHILIPSBURG MID STATE AIRPORT, PA US","","","122.5","0","1.9",",0","14",",0","8",",0","1",",0","0",",0","0",",0","0",",0","5",",0","0",",0","11",",0","0",",0","15","","5","","","","-8.9",",0,31,","0",",,0,31,+","0",",,0,31,+","28.7",",,0,09,","26.1",",0,14,","439.0","0","230.0",",0","68.5",",,,0","0",",,,0","10.98",",0","16.72",",,,0","5.23",",,,0"
"USW00014761","1975-11","40.9","-78.08333","591.9","PHILIPSBURG MID STATE AIRPORT, PA US","","","122.5","0","0.0",",0","8",",0","6",",0","0",",0","0",",0","0",",0","0",",0","15",",0","0",",0","3",",0","0",",0","11","","3","","","","-9.4",",0,24,","0",",T,0,15,+","0",",T,0,27,+","23.1",",,0,10,","22.2",",0,06,","780.8","0","341.8",",0","75.0",",,,0","0",",T,,0","6.94",",0","11.94",",,,0","1.94",",,,0"
"USW00014761","1975-12","40.9","-78.08333","591.9","PHILIPSBURG MID STATE AIRPORT, PA US","","","122.5","0","0.0",",0","15",",0","6",",0","1",",0","14",",0","4",",0","2",",0","28",",0","15",",0","0",",0","0",",0","18","","4","","","","-19.4",",0,24,","76",",,0,30,+","152",",,0,09,","26.4",",,0,09,","16.1",",0,15,","1445.8","0","665.0",",0","81.4",",,,0","391",",,,0","-3.12",",0","0.98",",,,0","-7.22",",,,0"
"USW00014761","1976-01","40.9","-78.08333","591.9","PHILIPSBURG MID STATE AIRPORT, PA US","","","0.0","0","0.0",",0","14",",0","5",",0","0",",0","31",",0","5",",0","10",",0","31",",0","25",",0","0",",0","0",",0","19","","3","","","","-29.4",",0,19,","152",",,0,13,+","74",",,0,27,","16.5",",,0,26,","6.1",",0,24,","2310.7","0","864.9",",0","54.5",",,,0","249",",,,0","-9.57",",0","-4.31",",,,0","-14.83",",,,0"
"USW00014761","1976-02","40.9","-78.08333","591.9","PHILIPSBURG MID STATE AIRPORT, PA US","","","0.0","0","0.0",",0","12",",0","6",",0","0",",0","15",",0","2",",0","2",",0","26",",0","10",",0","0",",0","0",",0","8","","2","","1","","-26.1",",0,03,","330",",,0,07,+","170",",,0,05,","16.8",",,0,05,","18.3",",0,29,","2880.8","0","570.1",",0","55.5",",,,0","270",",,,0","-1.32",",0","4.84",",,,0","-7.49",",,,0"
"USW00014761","1976-03","40.9","-78.08333","591.9","PHILIPSBURG MID STATE AIRPORT, PA US","","","0.0","0","0.0",",0","14",",0","10",",0","0",",0","8",",0","2",",0","0",",0","22",",0","4",",0","0",",0","0",",0","14","","6","","4","","-12.8",",0,23,","102",",,0,10,","84",",,0,09,","12.7",",,0,27,+","20.0",",0,20,","3392.6","0","511.8",",0","74.0",",,,0","151",",,,0","1.82",",0","7.29",",,,0","-3.65",",,,0"
"USW00014761","1976-04","40.9","-78.08333","591.9","PHILIPSBURG MID STATE AIRPORT, PA US","","","3.9","0","3.9",",0","8",",0","4",",0","0",",0","0",",0","0",",0","0",",0","19",",0","0",",0","8",",0","0",",0","7","","1","","2","","-9.4",",0,12,","0",",T,0,02,","0",",T,0,27,+","5.3",",,0,25,","30.0",",0,18,","3712.8","0","320.2",",0","19.8",",,,0","0",",T,,0","7.79",",0","14.94",",,,0","0.64",",,,0"
"USW00014761","1976-05","40.9","-78.08333","591.9","PHILIPSBURG MID STATE AIRPORT, PA US","","","4.5","0","0.6",",0","12",",0","8",",0","0",",0","0",",0","0",",0","0",",0","9",",0","0",",0","8",",0","0",",0","13","","2","","5","","-6.7",",0,13,","0",",,0,31,+","5",",,0,03,","14.5",",,0,26,","24.4",",0,05,","3958.1","0","245.3",",0","55.9",",,,0","5",",,,0","10.44",",0","17.17",",,,0","3.71",",,,0"
"USW00014761","1976-06","40.9","-78.08333","591.9","PHILIPSBURG MID STATE AIRPORT, PA US","","","32.3","0","27.8",",0","13",",0","10",",0","3",",0","0",",0","0",",0","0",",0","0",",0","0",",0","23",",0","0",",0","21","","5","","8","","1.1",",0,04,","0",",,0,30,+","0",",,0,30,+","78.2",",,0,20,","27.8",",0,15,","4002.9","0","44.8",",0","259.9",",,,0","0",",,,0","17.77",",0","23.72",",,,0","11.82",",,,0"
"USW00014761","1976-07","40.9","-78.08333","591.9","PHILIPSBURG MID STATE AIRPORT, PA US","","","43.1","0","10.8",",0","12",",0","7",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","19",",0","0",",0","24","","9","","7","","1.1",",0,26,","0",",,0,31,+","0",",,0,31,+","65.5",",,0,07,","27.2",",0,15,","81.6","0","81.6",",0","123.5",",,,0","0",",,,0","16.05",",0","22.00",",,,0","10.09",",,,0"
"USW00014761","1976-08","40.9","-78.08333","591.9","PHILIPSBURG MID STATE AIRPORT, PA US","","","50.3","0","7.2",",0","6",",0","6",",0","1",",0","0",",0","0",",0","0",",0","1",",0","0",",0","21",",0","0",",0","22","","4","","3","","-2.8",",0,31,","0",",,0,31,+","0",",,0,31,+","27.9",",,0,07,","27.8",",0,26,","175.3","0","93.7",",0","73.8",",,,0","0",",,,0","15.55",",0","22.60",",,,0","8.49",",,,0"
"USW00014761","1976-09","40.9","-78.08333","591.9","PHILIPSBURG MID STATE AIRPORT, PA US","","","50.3","0","0.0",",0","10",",0","9",",0","1",",0","0",",0","0",",0","0",",0","5",",0","0",",0","10",",0","0",",0","22","","4","","","","-1.1",",0,23,+","0",",,0,30,+","0",",,0,30,+","34.8",",,0,17,","26.1",",0,09,+","344.5","0","169.2",",0","125.2",",,,0","0",",,,0","12.69",",0","19.61",",,,0","5.78",",,,0"
"USW00014761","1976-10","40.9","-78.08333","591.9","PHILIPSBURG MID STATE AIRPORT, PA US","","","50.3","0","0.0",",0","12",",0","11",",0","2",",0","0",",0","0",",0","0",",0","11",",0","0",",0","5",",0","0",",0","15","","6","","1","","-8.9",",0,28,","0",",T,0,18,","0",",T,0,31,+","41.9",",,0,09,","23.9",",0,15,","676.7","0","332.2",",0","179.8",",,,0","0",",T,,0","7.62",",0","12.78",",,,0","2.45",",,,0"
"USW00014761","1976-11","40.9","-78.08333","591.9","PHILIPSBURG MID STATE AIRPORT, PA US","","","50.3","0","0.0",",0","10",",0","4",",0","0",",0","5",",0","1",",0","0",",0","22",",0","5",",0","0",",0","0",",0","8","","2","","","","-16.1",",0,30,","51",",,0,30,+","46",",,0,29,","6.1",",,0,29,","16.7",",0,26,","1200.7","0","524.0",",0","19.4",",,,0","92",",,,0","0.87",",0","5.04",",,,0","-3.31",",,,0"
"USW00014761","1976-12","40.9","-78.08333","591.9","PHILIPSBURG MID STATE AIRPORT, PA US","","","50.3","0","0.0",",0","15",",0","3",",0","0",",0","21",",0","3",",0","5",",0","31",",0","19",",0","0",",0","0",",0","9","","","","","","-26.7",",0,30,","127",",,0,31,","38",",,0,06,","19.1",",,0,07,","10.6",",0,10,","1973.4","0","772.7",",0","39.1",",,,0","190",",,,0","-6.59",",0","-0.92",",,,0","-12.26",",,,0"
"USW00014761","1977-01","40.9","-78.08333","591.9","PHILIPSBURG MID STATE AIRPORT, PA US","","","0.0","0","0.0",",0","11",",0","3",",0","0",",0","31",",0","6",",0","15",",0","31",",0","31",",0","0",",0","0",",0","15","","","","","","-27.8",",0,17,","432",",,0,31,+","81",",,0,07,","7.6",",,0,10,","0.0",",0,28,","2949.9","0","976.5",",0","23.0",",,,0","426",",,,0","-13.17",",0","-8.48",",,,0","-17.85",",,,0"
"USW00014761","1977-02","40.9","-78.08333","591.9","PHILIPSBURG MID STATE AIRPORT, PA US","","","0.0","0","0.0",",0","11",",0","4",",0","0",",0","24",",0","5",",0","10",",0","22",",0","13",",0","0",",0","0",",0","9","","1","","","","-24.4",",0,18,","660",",,0,07,+","127",",,0,04,","17.0",",,0,24,","16.7",",0,23,","3581.3","0","631.4",",0","35.9",",,,0","335",",,,0","-4.22",",0","1.34",",,,0","-9.77",",,,0"
"USW00014761","1977-03","40.9","-78.08333","591.9","PHILIPSBURG MID STATE AIRPORT, PA US","","","0.0","0","0.0",",0","10",",0","6",",0","1",",0","9",",0","2",",0","0",",0","21",",0","1",",0","2",",0","0",",0","11","","4","","4","","-11.1",",0,03,","127",",,0,18,","178",",,0,18,","31.2",",,0,04,","27.2",",0,30,","4023.3","0","442.0",",0","103.2",",,,0","290",",,,0","4.07",",0","10.61",",,,0","-2.46",",,,0"
"USW00014761","1977-04","40.9","-78.08333","591.9","PHILIPSBURG MID STATE AIRPORT, PA US","","","3.1","0","3.1",",0","9",",0","7",",0","1",",0","1",",0","1",",0","0",",0","16",",0","0",",0","9",",0","0",",0","13","","3","","2","","-12.2",",0,09,","25",",,0,06,","25",",,0,06,","35.1",",,0,02,","27.8",",0,12,+","4319.2","0","295.9",",0","74.2",",,,0","25",",,,0","8.57",",0","16.31",",,,0","0.83",",,,0"
"USW00014761","1977-05","40.9","-78.08333","591.9","PHILIPSBURG MID STATE AIRPORT, PA US","","","16.8","0","13.7",",0","5",",0","3",",0","0",",0","0",",0","0",",0","0",",0","4",",0","0",",0","23",",0","0",",0","13","","2","","4","","-3.3",",0,15,","0",",,0,31,+","0",",T,0,09,+","8.1",",,0,04,","29.4",",0,28,","4440.6","0","121.4",",0","24.9",",,,0","0",",T,,0","14.86",",0","23.31",",,,0","6.40",",,,0"
"USW00014761","1977-06","40.9","-78.08333","591.9","PHILIPSBURG MID STATE AIRPORT, PA US","","","47.2","0","30.4",",0","7",",0","5",",0","2",",0","0",",0","0",",0","0",",0","1",",0","0",",0","24",",0","0",",0","15","","3","","4","","-1.7",",0,04,","0",",,0,30,+","0",",,0,30,+","63.2",",,0,25,","30.0",",0,18,","4525.1","0","84.5",",0","121.5",",,,0","0",",,,0","16.53",",0","23.45",",,,0","9.61",",,,0"
"USW00014761","1977-07","40.9","-78.08333","591.9","PHILIPSBURG MID STATE AIRPORT, PA US","","","141.6","0","94.4",",0","12",",0","8",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","1",",0","23","","6","","10","","4.4",",0,27,","0",",,0,31,+","0",",,0,31,+","40.4",",,0,07,","32.8",",0,20,","22.5","0","22.5",",0","124.5",",,,0","0",",,,0","20.65",",0","26.97",",,,0","14.34",",,,0"
"USW00014761","1977-08","40.9","-78.08333","591.9","PHILIPSBURG MID STATE AIRPORT, PA US","","","207.9","0","66.3",",0","13",",0","7",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","0",",0","27","","1","","8","","2.2",",0,19,","0",",,0,31,+","0",",,0,31,+","23.9",",,0,07,","31.1",",0,29,+","65.4","0","42.9",",0","80.3",",,,0","0",",,,0","19.09",",0","25.14",",,,0","13.05",",,,0"
"USW00014761","1977-09","40.9","-78.08333","591.9","PHILIPSBURG MID STATE AIRPORT, PA US","","","230.4","0","22.5",",0","15",",0","10",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","18",",0","0",",0","26","","10","","7","","0.6",",0,12,","0",",,0,30,+","0",",,0,30,+","27.7",",,0,16,","30.6",",0,01,","143.7","0","78.3",",0","126.2",",,,0","0",",,,0","16.47",",0","21.60",",,,0","11.35",",,,0"
