"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES"
"US1MOPH0020","2013-05","37.98747","-91.60106","289.3","ST. JAMES 1.2 SE, MO US","15",",N","8",",N","1",",N","","","","","26.9",",,N,04,","148.2",",,,N","",""
"US1MOPH0020","2013-06","37.98747","-91.60106","289.3","ST. JAMES 1.2 SE, MO US","11",",N","6",",N","2",",N","","","","","49.3",",,N,01,","114.9",",,,N","",""
"US1MOPH0020","2013-07","37.98747","-91.60106","289.3","ST. JAMES 1.2 SE, MO US","15",",N","9",",N","0",",N","","","","","18.8",",,N,31,+","82.7",",,,N","",""
"US1MOPH0020","2013-09","37.98747","-91.60106","289.3","ST. JAMES 1.2 SE, MO US","11",",N","6",",N","0",",N","","","","","20.1",",,N,16,","74.3",",,,N","",""
"US1MOPH0020","2013-10","37.98747","-91.60106","289.3","ST. JAMES 1.2 SE, MO US","6",",N","5",",N","0",",N","","","","","24.1",",,N,30,","55.6",",,,N","",""
"US1MOPH0020","2013-11","37.98747","-91.60106","289.3","ST. JAMES 1.2 SE, MO US","8",",N","5",",N","0",",N","","","","","21.1",",,N,06,","64.3",",,,N","",""
"US1MOPH0020","2013-12","37.98747","-91.60106","289.3","ST. JAMES 1.2 SE, MO US","9","3,N","5","3,N","0","3,N","","","","","23.6","3,,N,14,","63.7","3,,,N","",""
"US1MOPH0020","2014-01","37.98747","-91.60106","289.3","ST. JAMES 1.2 SE, MO US","6","3,N","3","3,N","0","3,N","","","","","20.3","3,,N,11,","39.6","3,,,N","",""
"US1MOPH0020","2014-02","37.98747","-91.60106","289.3","ST. JAMES 1.2 SE, MO US","7",",N","3",",N","0",",N","","","","","5.8",",,N,05,","17.1",",,,N","",""
"US1MOPH0020","2014-03","37.98747","-91.60106","289.3","ST. JAMES 1.2 SE, MO US","10",",N","5",",N","0",",N","","","","","13.7",",,N,17,","41.0",",,,N","",""
"US1MOPH0020","2014-04","37.98747","-91.60106","289.3","ST. JAMES 1.2 SE, MO US","15",",N","6",",N","3",",N","","","","","39.1",",,N,04,","136.1",",,,N","",""
"US1MOPH0020","2014-05","37.98747","-91.60106","289.3","ST. JAMES 1.2 SE, MO US","11",",N","8",",N","4",",N","","","","","34.5",",,N,09,","155.8",",,,N","",""
"US1MOPH0020","2014-06","37.98747","-91.60106","289.3","ST. JAMES 1.2 SE, MO US","13","2,N","6","2,N","0","2,N","","","","","16.0","2,,N,10,","82.6",",a,,N","",""
"US1MOPH0020","2014-07","37.98747","-91.60106","289.3","ST. JAMES 1.2 SE, MO US","5",",N","2",",N","2",",N","0","5,N","0","5,,N,31,+","31.0",",,N,08,","59.5",",,,N","0","5,,,N"
"US1MOPH0020","2014-08","37.98747","-91.60106","289.3","ST. JAMES 1.2 SE, MO US","6",",N","4",",N","1",",N","","","","","37.1",",,N,17,","100.1",",,,N","",""
"US1MOPH0020","2014-10","37.98747","-91.60106","289.3","ST. JAMES 1.2 SE, MO US","9","4,N","6","4,N","1","4,N","","","","","50.8","4,,N,03,","128.2",",a,,N","",""
"US1MOPH0020","2014-11","37.98747","-91.60106","289.3","ST. JAMES 1.2 SE, MO US","7","4,N","4","4,N","1","4,N","","","","","32.0","4,,N,24,","63.1",",a,,N","",""
"US1MOPH0020","2014-12","37.98747","-91.60106","289.3","ST. JAMES 1.2 SE, MO US","10","4,N","7","4,N","0","4,N","","","","","19.6","4,,N,05,","71.7","4,,,N","",""
"US1MOPH0020","2015-01","37.98747","-91.60106","289.3","ST. JAMES 1.2 SE, MO US","6","1,N","2","1,N","0","1,N","","","","","18.3","1,,N,03,","35.7","1,,,N","",""
"US1MOPH0020","2015-02","37.98747","-91.60106","289.3","ST. JAMES 1.2 SE, MO US","9",",N","4",",N","0",",N","2","2,N","46","2,,N,16,","23.4",",,N,01,","42.7",",,,N","126","2,,,N"
"US1MOPH0020","2015-04","37.98747","-91.60106","289.3","ST. JAMES 1.2 SE, MO US","12",",N","7",",N","0",",N","","","","","23.9",",,N,20,","82.3",",,,N","",""
"US1MOPH0020","2015-05","37.98747","-91.60106","289.3","ST. JAMES 1.2 SE, MO US","14","3,N","11","3,N","2","3,N","","","","","64.3","3,,N,10,","179.1",",a,,N","",""
"US1MOPH0020","2015-07","37.98747","-91.60106","289.3","ST. JAMES 1.2 SE, MO US","12",",N","8",",N","1",",N","","","","","31.2",",,N,02,","131.6",",,,N","",""
"US1MOPH0020","2015-09","37.98747","-91.60106","289.3","ST. JAMES 1.2 SE, MO US","5",",N","3",",N","0",",N","","","","","5.3",",,N,09,","17.2",",,,N","",""
"US1MOPH0020","2015-10","37.98747","-91.60106","289.3","ST. JAMES 1.2 SE, MO US","7",",N","2",",N","1",",N","","","","","29.2",",,N,28,","42.2",",,,N","",""
"US1MOPH0020","2015-11","37.98747","-91.60106","289.3","ST. JAMES 1.2 SE, MO US","9","4,N","7","4,N","3","4,N","","","","","118.4","4,,N,18,","273.6",",a,,N","",""
"US1MOPH0020","2015-12","37.98747","-91.60106","289.3","ST. JAMES 1.2 SE, MO US","10",",N","6",",N","3",",N","","","","","157.0",",,N,27,","322.2",",,,N","",""
"US1MOPH0020","2016-01","37.98747","-91.60106","289.3","ST. JAMES 1.2 SE, MO US","7","1,N","4","1,N","0","1,N","0","5,N","20","5,,N,10,","8.1","1,,N,10,","19.1","1,,,N","31","5,,,N"
"US1MOPH0020","2016-02","37.98747","-91.60106","289.3","ST. JAMES 1.2 SE, MO US","8",",N","4",",N","0",",N","0","4,N","23","4,,N,24,","8.6",",,N,24,","28.2",",,,N","49","4,,,N"
